	D12S391	ENSG00000205791.2	ENSG00000111261.8	ENSG00000165714.6	ENSG00000070018.4
HG00146	21.356321839080447	0.190320778842091	0.0239034910839473	8.394501001717321	0.81042340640763
NA20819	20.166666666666664	0.137015046690693	0.0330794988004047	6.420596451839288	1.2110852618790802
NA12778	18.531791907514453	0.0757716251514027	0.135954799501172	8.4572115958337	1.91449777579756
NA12890	19.468208092485547	0.0630388323557168	0.0476097386521219	5.61051439605767	0.960929423064149
NA20535	19.72452229299363	0.219641249194554	0.016309925040933	5.9860200311671	1.45246273462909
NA19116	18.126436781609193	0.173859931929511	0.018245398278928	6.2050719892756785	1.18828995271445
NA20506	19.464705882352934	0.123810797253905	0.0651307305188926	5.97871353011858	0.857778108525304
HG00330	18.148571428571426	0.23589285694956305	0.0161406279258598	5.37886818298304	0.104187946812939
HG00189	20.5	0.151501980803608	0.0248557804938686	7.582427071638651	0.9891046200965932
HG00233	18.578034682080926	0.0936181763532559	0.0211736036877363	7.549854556113441	0.667919728416172
NA12546	20.245161290322574	0.0696474731738379	0.00303608740382813	6.36637975540863	0.6828532420548521
NA19129	17.869999999999994	0.25657850178249403	0.00228812319254445	9.788624389161551	0.5718046015969039
NA20525	20.24157303370786	0.195509978146668	0.0617284065753016	6.56962265574368	0.937476190382018
NA19144	18.093567251461987	0.161029594122068	0.088513748402225	7.95505461013731	1.56712764193543
NA12058	19.83050847457627	0.314912918395808	0.036695025206949	8.26132884911867	0.0228824943856492
NA20516	19.19364161849711	0.17255520195246	0.0187949726793929	6.28951212295629	1.8721436881631897
NA20797	17.73563218390805	0.14794749720236305	0.00537172635134194	5.695228244316031	2.87369265384969
HG00178	19.26618705035971	0.101446346244416	0.0494216420382859	9.18331230355068	0.669217669004691
NA11832	20.0	0.149631093270607	0.0689437856402926	6.47151770375537	1.28801820510506
NA18520	19.494252873563216	0.0860713459745659	0.00677458244821864	7.38798071169759	-0.0683569767987666
HG00263	20.47976878612717	0.18030786292264606	0.0725066970855118	8.21076953518389	0.5156490337738979
HG00127	20.985875706214692	0.180736209855852	0.0323986357396633	5.38861236653824	0.483549357845299
HG00326	19.32	0.146390801480471	0.0650096313491791	6.64084104844605	0.459398655183568
NA20531	18.86560693641618	0.14568900099467902	0.0378568860604264	6.578169405780621	1.37059506033496
HG00310	17.248554913294793	0.155929101394447	0.0139489168615604	7.11434278668112	0.844854470729837
HG00378	25.0	0.17093546793658598	0.0269824107048564	8.25279356794821	1.24073158560824
NA12342	21.731428571428566	0.269007244148684	0.0643902762407469	7.81841870939238	2.8248527020882004
NA19206	18.231213872832374	0.13373546707503398	0.130101938837182	7.96123176480932	0.42361213653292107
NA20752	19.52312138728324	0.110595894936048	0.0343416858288623	7.3231132451388214	0.4510118377796111
HG00157	18.22714285714286	0.156685787701705	0.0334166623966849	6.75296148669997	0.5739555974758579
HG00258	18.581896551724128	0.17030700507762395	0.0578349813962491	6.057245901051509	0.515340043232352
HG00177	19.783045977011493	0.133371304008379	0.050450955596302	8.07655664489671	1.2651467379865802
HG00353	21.412790697674414	0.10606684787412	0.0476531980072459	5.77752323916059	1.07203675832974
NA19114	20.48194444444444	0.10867728224194903	0.0279301914649961	5.86015092124192	1.92627427734557
HG00131	24.660919540229894	0.26942607674824104	0.0736200236664281	7.93477983025301	1.5277159547401802
HG00372	18.389534883720923	0.289593455590708	0.0375762469385719	7.90894586214793	1.00131719172937
NA19092	17.260115606936413	0.181549972932895	0.0114648813821559	6.37627898345263	0.966463910659088
NA10847	18.11494252873564	0.13894672249685094	-0.0135573759462945	7.13392530813175	0.26175392407605
HG00277	18.58235294117647	0.181504453539286	0.0375042150487651	7.0976890725146	0.84344389204557
NA18510	17.959537572254337	0.0710864941687513	0.0473573747375441	6.72778603873882	3.14698045114661
NA12399	19.0	0.0960311533634935	0.0144934512123086	6.118462531818251	2.4298342998801203
HG00327	21.959770114942526	0.159922328755637	0.0416781547992125	6.80195406831088	0.168782342987331
NA19247	17.94140625	0.0725234588130486	0.0304675217468437	5.66445325847862	0.23032564356475
HG00332	23.177142857142854	0.260914004811607	0.009542170701482621	6.0664944988129985	0.526517567587186
HG00252	21.960451977401128	0.1453270197077	0.165097662581138	7.87394928525114	1.5502307820102
HG00238	21.20114942528736	0.135624553533296	0.0515123932723425	7.80735576250647	0.36663596583762
HG00342	19.021802325581397	0.118688917547704	0.0736931669540325	5.32743171073944	1.44759829896295
NA20581	21.81609195402299	0.127824183675145	0.00561641551969217	6.21276011273916	0.398298866767745
HG00268	16.43103448275862	0.148566942854126	0.0722905857941255	6.55338209554027	0.609207704674607
HG00154	17.45977011494253	0.0473577593127753	0.109526565693839	7.47673047019147	0.773181949582351
HG00371	17.704022988505745	0.161416540169647	0.0265095905251026	6.90796897955678	1.56281665638199
NA18870	25.610169491525426	0.30861124733184303	0.0589358414482508	7.09150275455192	0.0844984814845495
NA20505	17.97810218978102	0.13397599917263	0.0717843773602764	5.012931691128419	0.8296451183331421
NA20538	19.40776699029126	0.173116588182097	0.0424197842643892	5.938515376692831	0.8465340882210479
HG00182	21.52023121387283	0.0844169506596923	0.0728394786194028	7.077256349382759	0.6252645826506911
NA19207	19.52298850574713	0.242222578756824	0.0245020587072006	7.55600562143389	0.5988836423269921
HG00373	19.342857142857138	0.12834354662378	0.14187256707274	5.74028594147672	0.840702880130144
NA20800	18.66618497109826	0.150564824743454	0.16723619290981198	6.62632149458006	0.493975355843271
HG00151	21.542857142857148	0.148322990786727	-0.0013260721535109804	6.42056334565861	0.446070959692865
NA11829	21.502890173410407	0.22066642724250105	0.00804659815734624	5.57216730898594	0.608955369525985
HG00324	19.942090395480214	0.0603856281619452	0.0102108024936307	8.18830943230334	0.927382323242343
HG00120	18.349710982658962	0.329422693633045	0.0404357641101758	8.66044249034536	1.8189115531885904
NA12777	20.451428571428565	0.10220164150916	0.104275821280105	4.926754412755701	1.84153219184911
NA20539	20.911428571428573	0.09341022262884803	0.0817601877881637	7.89926997700341	1.03140408383766
NA19213	26.261627906976752	0.23230983259849206	0.0204354335046879	6.55067189696521	3.08877413985673
NA19147	19.13714285714285	0.0837710298890983	0.0196616283924975	6.37557868498464	0.56882508851103
HG00379	20.057803468208093	0.0693272557596362	0.0363949551549879	6.0633986329835405	0.466365694917228
HG00158	23.79775280898876	0.267199759422028	0.0523802565881293	7.788971453560211	1.33951806544853
HG00329	20.315476190476197	0.22638522618649806	0.0677483705361277	5.6258181773341	0.239269284046135
HG00344	21.090909090909086	0.265360612035176	0.0457394405265277	6.5868887528923095	1.03002467745892
NA11931	20.229885057471265	-0.000856892563919076	0.000390963322538226	11.1774910823997	0.7583497867248241
HG00142	19.887283236994215	0.106188701102206	0.16877612299424802	5.47679455596735	0.7180702320070329
HG00100	17.132183908045974	0.109771634910116	0.0384024338680129	7.869201103051949	2.2769228577960403
NA12843	22.43103448275861	0.0699019679227816	0.0237057103387132	8.35495734590206	0.679175310867357
NA18909	18.416184971098264	0.25780660745592004	0.0300806027932905	6.69667041090634	0.23359373789257296
HG00243	20.51734104046243	0.131597900359705	0.0605984464312896	7.6509363490405295	1.0506941057853498
NA20806	18.60919540229885	0.24961566046997305	0.0624704184720851	5.52498585328932	1.27219169191723
NA20768	19.052023121387286	0.0780459180508054	0.00614500250150057	5.263345960149048	1.34171640972357
HG00123	20.089595375722546	0.125160649024161	0.0364414505689812	5.3138710876880495	1.1011470804378798
NA20529	17.91907514450867	0.21113889587283	-0.0188284169560192	8.74677324876658	0.6497906004017621
HG00122	20.774285714285714	0.20269648783229	0.116090975308284	6.310377446250699	0.965806427730405
NA19189	18.582857142857137	0.19743821700375	0.0542943987048787	6.705732840212	3.15215362611392
HG00148	19.063583815028906	0.162450324443915	0.00464463962529275	8.69124085212826	2.37362177947505
HG00171	18.289473684210524	0.0939656224217044	0.189470807547695	7.01243325813231	1.78958289615386
HG00331	21.000000000000004	0.0758842942300451	0.0286098417584982	6.44556412002412	0.8748608762099109
HG00381	18.93258426966292	0.14900020998402402	0.000652752558966088	4.936545539771459	1.24586796149273
HG00345	25.02285714285714	0.21197562088876695	0.0329673565641358	7.36515504467258	1.49031095670203
NA18861	18.30635838150289	0.155591453616714	0.0449170985884661	6.515672948073631	3.85513295316441
HG00185	26.0	0.21222146622103505	0.0390269832424335	7.70980674811029	3.2403754745534106
NA07051	20.589788732394364	0.0260800211504788	0.0233538498266447	5.70232105130321	1.19897912144995
NA20527	17.702857142857145	0.106650785394618	0.00984104786836158	5.74758346861833	0.935622894747837
NA20783	17.913235294117644	0.19627737189841896	0.0889108405454242	8.19855546355422	1.16123522232931
NA19137	17.859090909090902	0.19324353648554896	0.0287391209685863	3.51948573836594	0.315728125708304
NA19201	20.530201342281877	0.140584582212997	-0.0114118696758839	7.16585108201017	-0.200969270769101
NA18488	21.252808988764038	0.237341499021881	0.142551243370487	6.35518989358125	0.6839199168455389
HG00311	19.022598870056502	0.0526644928223556	-0.00029773075846940096	5.18221262112404	1.69715237176603
HG00337	18.40229885057471	0.358083123686398	0.0395228314350654	4.82662005298304	1.0733030650979
HG00257	21.13081395348837	0.12724634783629	0.0744115702547269	5.1056598770208605	2.59034607528768
HG00136	20.034682080924853	0.10195011750894	0.0734146780832939	5.19952483312575	0.87769811755758
NA20826	18.53	0.183896000728688	0.0407565170156581	6.08027041411446	1.35916879212159
NA20518	20.017647058823528	0.312006797602926	0.0261852790705013	7.57958599114869	0.645803457603792
NA20786	27.0	0.13197973563140405	0.019635247313428	5.5838682213852415	0.154505294189478
NA20760	20.826086956521735	0.226316918010519	0.0061852864381026105	6.4872336431513	0.405252944509249
HG00114	20.29571428571429	0.19890436785759	0.0591503529903934	5.01312647896864	1.3089650905878898
HG00117	21.735714285714288	0.19974263542907	0.0343113845327392	6.21943072075505	1.1782474463231
NA20534	20.276729559748425	0.051393339285956	0.0385175513719309	4.51146504586871	0.6703630285201659
NA20809	33.26744186046511	0.06584581547414199	0.027712669027244	9.77162330534292	0.5222428947262371
NA12273	19.00287356321839	0.136731717118461	0.0138428895729002	7.06947994407094	0.441855709377008
NA20808	19.88439306358382	0.120747632478308	0.100239699016145	5.66459338549574	0.750337258960508
NA19197	20.644444444444442	0.0455144365309662	0.0255875369053339	5.5090143246719885	0.109998411498869
NA11918	18.6551724137931	0.168411585561432	0.0104903060563587	7.01325045920213	2.56500837953715
NA20509	17.09302325581395	0.0955111659767307	0.007312603729099729	8.872437812207641	0.744473120897516
NA20757	22.12	0.148210410461661	0.0678120279125167	6.11383677447302	0.851678701616252
HG00125	17.7514450867052	0.0814056440703887	0.0141558948505774	4.20423151164659	0.951813978418601
NA11894	19.881502890173408	0.23361820161039495	0.3695811569917461	5.0378632658553	2.05182476402825
NA18517	23.286666666666665	0.112680221680791	0.0442595062623231	8.81670081642841	1.28910035793139
NA20798	22.13142857142858	0.28363490021059995	0.054216409638835	7.67026298645693	0.850645742514981
NA20588	18.46551724137932	0.110271578954342	0.0112197328481761	6.286236579603711	1.39182848102074
HG00285	22.000000000000004	0.0058326433444123	0.0354609828172096	8.26180282789392	1.73169697224832
NA19153	26.3361111111111	0.218404196818752	0.0289722008379561	6.64793771428503	0.531260878968081
NA20804	19.790960451977398	0.20626297238643	0.0667516612612914	9.036138324170539	1.30498722024469
HG00306	17.994219653179194	0.22094560872802	0.0181088747032172	6.83772679564154	1.44400422801073
NA19210	18.391618497109825	0.177152877872592	0.0713239247320666	8.77305557170114	-0.597936152638849
NA18908	21.19832402234637	0.20259196733180296	0.0370391322868611	7.268207073923861	1.24720106388647
NA20585	20.49107142857143	0.024864504225772004	0.0391568160641406	7.993017383277018	0.0797359727600695
NA20543	26.24277456647399	0.10788921691507304	0.0336729752642935	4.7883314877371115	0.8291906424283759
NA20508	18.4971098265896	0.187438971018604	0.058193095492643	7.03388141515941	0.470435020894738
NA18916	25.895953757225428	0.16471059524439902	0.12256458905096	6.58131824869301	1.26985316918484
NA20799	20.61931818181818	0.0475088479554048	0.0333380297762779	4.4305100775165585	0.703969619407592
NA19235	19.0	0.195371698745927	0.0366447943736167	9.180915220338301	1.0122845714069202
HG00240	21.70689655172414	0.185435728862544	0.0115985968111339	5.6858912546922316	0.0409086433764774
NA20765	20.31752873563218	0.103263777937437	0.06030914870905001	5.09694101386355	0.716467813119348
NA20801	21.363636363636363	0.206144000606536	0.0557227394256973	6.99272644284131	0.656763993904557
NA18867	20.0632183908046	0.120630309647871	0.040392994338171	8.36078412226896	-0.240936558466685
NA20524	25.92	0.0942946609401933	0.0541924758080203	6.0868164338425705	1.5284776990147502
HG00323	20.500000000000004	0.126733906147656	0.00962072985228443	6.57655735636328	1.3939912198756998
NA20589	20.37714285714285	0.13329399281781	0.0637921970410784	5.988036372310081	0.7917535165785541
NA11893	21.08050847457627	0.167496154518765	0.102402471998952	6.935334613449121	4.36541285204002
NA20502	22.47337278106509	0.18676546308957606	0.0351021104898453	5.21100349201958	2.35329762673333
HG00282	20.488372093023255	0.128724729519878	0.0468826901686321	5.74978979900467	1.0316939690147702
NA19171	17.017241379310345	0.183431606031592	0.0225269757197818	6.784136096276409	0.495699355316076
NA12761	19.789772727272727	0.163645641621852	0.0711013438349924	8.33792100566716	2.63968994837319
NA20795	23.103448275862075	0.0205670097460076	0.0164430129375623	7.50069724045297	1.1636447962385
NA19159	19.2626404494382	0.19649147666418	0.06907308401677299	7.345967473013752	0.8073206065181979
HG00366	18.873579545454547	0.30891081619184	0.133552474711775	8.43363425776013	1.0309727194585698
NA11992	20.715909090909086	0.0772648989639989	0.0667136210839433	3.8289250795751806	0.5469838276167829
HG00141	20.83050847457627	0.23469521382834804	0.0398916352095632	7.585844582036098	2.5330332701192595
NA18873	19.232857142857142	0.0598330135173081	0.0391039069517926	4.4763836438328894	1.2516453984832
HG00336	23.46820809248555	0.158106105647997	0.0180620119203613	6.7109405516151	0.23439483735241895
NA06994	19.8132183908046	0.217675678521572	0.0519313027767022	5.504943481593242	1.27641292723732
NA19190	19.913793103448274	0.22153647454460104	0.0509505237468534	5.38038383434158	0.7770838065793679
HG00186	17.264367816091955	0.12690644875706802	0.0417150986164341	5.776591225317321	1.6183608824216795
NA20805	18.578034682080922	0.113849332113395	0.00651555526897089	3.69570954194529	0.625022651990236
HG00325	18.49132947976879	0.146050410352474	0.0263763150585741	7.5761630091878	1.8295417570808
NA20766	29.20866141732284	0.174036290575646	0.0601050160221624	9.827397708568938	4.12855883144966
HG00183	20.505681818181817	0.128529198074764	0.0493266351263629	8.45230607744509	2.58621487360977
NA12827	21.75524475524476	0.294300286385922	-0.0033480049190466	6.8120521523553705	0.71338435726703
NA12400	20.5	0.10442152199274303	0.131950018935882	6.28518852016627	1.2657721434838702
NA12760	21.716763005780344	0.25224258435035	0.0972082191369124	7.51338938093973	2.517065379328589
NA20540	19.687500000000004	0.28357645093799605	0.0410879706988381	4.5531097437051	1.93275606544999
NA20772	19.035714285714285	0.151926148566202	0.0387064147909167	5.1025346553322	1.73350228054447
NA07056	18.50867052023121	0.0837536124835379	-0.00699841856658582	5.39360289976329	0.955955171800144
NA12154	20.0	0.160469684848909	0.0127095065019511	7.3909926499445415	2.8498239281934703
HG00149	22.45197740112995	0.189144132664816	0.0679671972598137	6.93304246051646	0.723753843743832
NA18912	19.7	0.256241301218304	0.10423069394602802	5.412504308031878	2.43735989437142
HG00343	17.691860465116278	0.0441350767367576	0.0558012033838148	7.406697692571268	0.976714178229526
NA19130	18.95953757225433	0.170098451708231	0.0224414018708109	7.021603076951848	0.876043173793122
NA12286	19.24712643678161	0.0998271855248599	0.0134532095575831	4.2276239579522015	0.698621054910315
NA12340	18.35260115606936	0.057041328081502	-0.01071227893701	5.31613106305237	2.13891882816177
HG00118	20.11560693641618	0.125622416509013	0.0486331094294111	7.07280446205134	0.470298176038724
HG00275	18.653179190751445	0.0397580292330911	0.00144758591562628	7.081486839175321	0.491667810648385
NA19143	19.95266272189349	0.0947735311329799	0.0239666517696891	7.039640636822162	0.608153862945441
HG00280	20.17877094972068	0.12401042242352	0.00789151105416574	5.447564005534542	1.15253165984859
NA12383	17.392045454545453	0.18187040771112195	0.0989000905695472	6.363198760717231	2.1368320621147703
NA12717	20.114942528735632	0.104976102954748	0.0404577851338775	7.35773045556495	0.150761754258979
NA20814	21.232954545454547	0.24981134290834	0.0232644102500734	8.1317181373133	0.633808601339814
HG00231	22.25862068965517	0.211632337361284	0.114735883078399	5.42125428932914	2.0293113652289296
HG00242	20.0	0.125454897155522	0.106530002883395	7.52609155036923	0.0126486803860126
NA18486	18.15697674418605	0.17000805883029402	0.159444713946673	5.92651838306961	5.21978474233985
HG00274	18.73870056497175	0.181058272789435	0.0781872394976094	6.7325174169852495	1.83357651511201
HG00335	16.96	0.213850151490876	0.2885229661973189	7.010905491334598	1.76798680151594
HG00259	19.069364161849716	0.145574164084198	0.0493703551748137	7.140466046983058	0.617508238837435
NA20530	20.261560693641613	0.216109883315894	0.0456824767183748	6.230037425987871	2.91018708526904
HG00096	17.913793103448278	0.11589881446794	0.0193102488358364	5.75885452605822	0.9156088345586452
NA20802	20.426136363636367	0.25956468762866297	0.0618739106001771	6.861357666861732	1.6354174368954502
HG00236	22.498579545454547	0.118988562474869	0.0666944584673048	6.80310620791973	1.53683307984587
NA11920	20.375	0.158977117518296	0.0261505745550679	5.3624160303515	0.3383770169037609
HG00239	21.971098265895954	0.193538537101807	0.0542940355780765	5.27858916357919	0.6145263727386391
HG00265	18.617142857142845	0.124166249129905	0.057287033505022	6.56941511089797	1.20095675999799
HG00115	19.94318181818182	0.13197259392066302	0.0639371334578534	6.31984301660668	1.32038532795206
HG00244	20.5	0.123051853489283	0.0535877482414781	8.774816043698362	0.716890107780708
NA18868	18.54913294797688	0.182981405824873	0.0114413151316893	6.73578069313686	2.97315896673684
HG00110	17.793103448275858	0.149955355612642	0.10463066904358	5.970597976630518	1.7148912960121998
HG00181	20.500000000000004	0.253460710621009	0.0605648024636298	7.96068455329815	3.12615568713145
HG00187	23.232558139534877	0.15977146354507998	0.0110400990844719	5.04844950636157	1.02524163544017
HG00188	22.82080924855492	0.144981748066926	0.014465206133535	6.3939320341817405	0.649414614747
NA20542	19.948571428571427	0.180871463465357	0.0801441225150623	6.837343650883911	1.84206841080012
HG00264	19.79768786127168	0.106361614376009	0.039385437719743	5.942548167480051	0.94661462832239
HG00315	21.000000000000004	0.334020801937489	0.123657645480501	7.537649202812768	2.01181434854252
HG00376	17.0	0.0931754208410895	0.245708337922674	9.41097271491164	0.41581715336001895
NA20811	19.10982658959537	0.174884049927149	0.0982408463800291	5.8692704980005015	0.65037687865015
NA20785	23.537142857142854	0.440010581311998	0.0782269975582478	5.32143126842704	2.09222788014234
HG00176	24.0	0.150672573069327	0.0454962595586761	4.34541731483766	1.66182205232654
HG00261	19.815028901734106	0.18062996741278894	0.0284239533807106	6.385543282730089	0.496917033264096
HG00179	18.344827586206893	0.146439269209831	0.128872987831433	7.11633301874872	1.58823862406114
NA12776	18.35982658959538	0.0795427224937753	0.0556902509617378	7.42115932588359	1.1220776186061
NA20758	20.494252873563216	0.17774656323125898	0.0378580482573642	8.67070970640121	2.54771241958228
NA18498	18.303160919540232	0.19906425603179895	0.119569372991092	7.8282976137442	1.90425837005362
HG00321	17.086257309941516	0.11875456115486	0.218881841164681	7.6747430816495585	-0.19785356648816704
HG00313	17.14942528735632	0.123072229896814	0.0768789144911691	8.93263646559398	1.55621536339899
HG00174	18.485549132947977	0.18436412823844806	0.122339576049473	8.05014524592793	1.60829392268974
NA12287	18.28070175438596	0.0939542051231966	0.00840321771969774	5.3822282559012695	0.5629260696585799
NA20756	17.846264367816094	0.175165364089486	-0.0035573615990969103	6.6667708433247	0.247391273201401
HG00180	18.33142857142857	0.0844448502318729	0.0267338037712704	6.3085967665060805	0.7410463393874599
NA19257	17.1046511627907	0.0860967476166502	0.0196500802612452	6.91252010941308	0.35432501106555
HG00112	20.635057471264368	0.135604924107148	0.00886184622235373	5.825557404421001	1.78270811901866
NA20586	19.963190184049076	0.062068865794241	0.039707813509234	5.55259180345608	1.10475963725293
NA12347	20.005780346820806	0.191374202240966	0.0164680224105768	7.648039740559289	0.973621592972902
NA20517	22.31976744186047	0.15066897350269298	0.0689924925775101	6.785716780155539	0.3383640606433401
HG00384	20.0	0.16273947257336902	0.0408682760128229	6.432439152381178	0.6646731478434821
NA12283	18.94886363636364	0.0950484829208877	-0.015042845367352	6.187567183938191	-0.24282123286873494
NA11843	18.936781609195407	0.115538908572775	0.046000175901432	4.492440725484991	1.70084421770371
NA20778	22.25	0.21993329344217494	0.0374748508169368	6.133472680638762	2.30115833602429
NA20541	18.69364161849711	0.121857851249866	0.000688409521247463	5.8128156143165	0.6968065720334521
HG00267	17.5	0.0675464166185039	0.231455418354403	7.97175700061391	0.77856766577611
NA19102	18.502890173410407	0.114980430510697	0.00269781508752957	7.652279370010411	0.780793710511489
NA12272	18.48011363636364	0.32091645303341	0.0299065988875969	8.90993075395418	0.652032996030579
NA19141	18.15606936416185	0.11328894591779	0.0233381829380097	5.93447998105179	3.12928458617084
NA07048	23.115606936416178	0.11700836055346	0.007220495644616171	5.1409347248270185	0.23440844414177806
NA20769	18.5	0.065858778745253	0.120112338674029	6.8726193146003	0.0628715126728112
NA20773	20.925714285714285	0.231065403179574	-0.000596401451908091	7.379132585244548	0.987145439559564
HG00328	22.314285714285717	0.11633132211327	0.0351107565447516	7.01258481418391	0.646562432368581
HG00106	20.070588235294114	0.229402825156568	0.0474009892066199	6.61171545773464	0.659408365507545
HG00361	22.39772727272727	0.166590781361366	0.0800741370771244	5.63846521393751	1.07262937218205
HG00253	20.731428571428573	0.203870364065404	-0.0110356794825256	6.8434768957629	0.8016375123556391
HG00155	20.595375722543352	0.0205017334259772	0.053866420352694	6.0525300280134	0.157041125250888
NA20792	20.292134831460675	0.181138788857654	0.14240490858321306	10.549663090924302	0.409291312514873
NA20759	19.859011627906977	0.226041827571878	0.13135480167513	9.54418007974836	1.4951495658578795
NA18934	20.0	0.147308132131323	0.0204122143293839	7.13644735208109	0.253419428939425
NA11840	21.50867052023121	0.0446883541983382	-0.00133007582691849	6.5193106529047	2.03901846117498
HG00109	18.03	0.0548223373319464	0.0443221984975944	4.82888471149489	0.8754205803069691
NA18511	18.24418604651163	0.21640407233907896	0.516704246036415	7.52098399923607	1.88148809080921
HG01334	20.933139534883715	0.18346308107836	0.042326211019767	5.935812155465269	0.7964294421792099
NA12842	34.0	0.40161679996718297	0.0280728367113125	11.9655080517009	1.52151559874048
HG00338	20.07386363636364	0.210994798796617	0.0447784451502481	7.7514817587228	0.38407705615585297
HG00269	17.514450867052027	0.17696955247659898	0.0466088145281309	7.284312448699138	1.2415755297481998
HG00173	18.947976878612717	0.13957345394551002	0.0379193462588237	6.50602268267941	1.54723999207263
NA06986	19.316384180790962	0.15268162272142802	-0.00863990860865368	5.28310241606634	0.718289362866535
NA20774	18.005780346820806	0.0678607607760349	0.0303994218995751	6.92896345974522	1.10280145525324
NA20828	19.48493975903614	0.11064294122204	0.034837875321024	8.384698434811531	1.01228768432471
HG00284	19.170807453416145	0.27470793411497	0.0386170976997947	8.38928685377823	1.1517927865736
NA12750	23.55428571428572	0.118350435143289	0.0240388719589741	5.558344002271579	0.5326734870896971
NA12275	21.161849710982658	0.0793741706772418	0.0427220639496291	4.96076648364984	1.20972978487007
NA20528	21.120689655172416	0.15296922539544	-0.0168296014525706	5.735740449830849	-0.0379790815839798
NA18910	18.620689655172427	0.181416298015534	0.110304187894626	6.763956627717088	1.56494961267119
HG00272	21.511627906976752	0.241490748267411	0.0721260832835231	7.01370518027039	1.59240384207521
