	D2S1338	ENSG00000229754.1	ENSG00000188282.8	ENSG00000079308.11
NA20770	18.47826086956521	0.148053232549781	0.6957779550338531	0.0498604692071826
NA20807	18.48369565217391	0.990283700085228	2.36400296326332	0.466757442015686
NA20796	20.05454545454545	0.213260021171971	1.0835877297153198	0.290722091534774
NA19160	19.994535519125684	0.315501408471082	2.94191186595874	0.442901755814521
NA20810	21.764044943820227	0.20788948970428694	1.4667339320946595	0.6749078010375861
NA20787	17.972826086956523	0.0523091204766374	0.499534166573572	0.639583048523825
NA07347	18.60169491525424	0.744129115854277	3.46048124426206	0.290778074250829
HG00101	22.032786885245905	0.472108840872539	8.437028546410481	0.81679397270962
HG00160	21.989010989010982	0.168177364974301	0.8069803955452179	0.16487499740889405
HG00251	18.440217391304348	0.285578753378815	2.12250621116804	0.469858163338954
HG00146	20.366120218579237	0.0625861561717843	0.109543258862526	0.180852340274054
NA20819	17.36413043478261	0.268255579569811	3.92651942780358	0.365864592091824
NA12778	18.966666666666665	1.39031203136071	1.5231346172217302	0.44338247788749
NA12890	24.59763313609467	0.8135239635947611	1.34714996245357	1.0114460549418298
NA20535	20.172972972972968	0.130251714674828	0.5051771722688511	0.42413714937753705
NA19116	20.05913978494623	0.0997190128422453	0.759957511685169	0.454070235990408
NA20506	16.97252747252747	0.0511722042777325	1.99673942592717	0.473407919788703
HG00330	19.21081081081081	0.18743363164598495	1.2364242672516	0.6288031287309229
HG00189	19.82702702702702	0.279485213493918	1.29083238829102	0.864959425360859
HG00233	22.801075268817204	-0.0709591961408126	0.0572311556578153	-0.326907350081926
NA12546	18.5	1.15775705803759	5.62084558364948	0.172184025138108
NA19129	20.62295081967213	0.183294757899004	1.28853808607644	0.330731611155092
NA20525	20.85326086956522	0.21780023434938606	0.98972720971883	0.5457078633894771
NA19144	21.41621621621621	0.18476599917274	0.6987743915050261	0.13819050816830095
NA12058	23.16666666666667	0.622688904314561	-0.498136492376589	1.5517230850603998
NA20516	24.03597122302158	0.21513348474408805	0.7333166906262919	0.398471687095541
NA20797	19.197916666666664	0.027034974469465	0.719341500956838	0.3581064388705921
HG00178	18.540983606557376	0.0631434728495235	0.838650713477881	0.279442451538151
NA11832	19.928104575163395	0.106529364184655	0.7521782254380209	0.337323286618036
NA18520	21.72826086956522	0.9492948134825632	2.72540896080639	0.4416327494392821
HG00263	18.806451612903224	0.189544727287354	0.6137446777216079	0.526421405962955
HG00127	22.55978260869565	0.0952664113043243	0.00617038003272308	0.41086833733347705
HG00326	22.84153005464481	0.511887536878957	1.8726555887753895	0.7017566092168389
NA20531	17.535519125683063	1.24661853663961	2.296153248161509	0.555370393515388
HG00310	18.0655737704918	0.33950382628688497	1.91627719813297	0.6248746405016
HG00378	22.26229508196721	0.486994316797459	2.75018470068672	0.23081234690459695
NA12342	21.048648648648648	0.272680040821654	1.62131606800372	0.81698321302661
NA19206	19.0	0.30298207058598103	4.48771278175948	0.4170892342548929
NA20752	20.63551401869159	0.242997443168809	1.0995718177098	0.336441924103591
HG00157	18.27027027027027	0.19165723474056096	1.6163562557616895	0.6146281541884089
HG00258	20.897297297297296	1.34110681284775	3.5691638075485	0.334631055082852
HG00177	24.994505494505496	0.0980737930655	1.55035107333723	0.471809165597523
HG00353	17.999999999999996	0.559945893720189	2.6744580235436497	0.37635902281578
NA19114	19.84153005464481	0.185756673641838	2.32430982024393	-0.0494982420184464
HG00131	23.03825136612021	0.250451603045972	0.8280387694343491	0.667425766823388
HG00372	20.97297297297297	0.561064634444609	3.06592078907885	0.33436469072040004
NA19092	21.5	0.23347241384816605	1.50240452043251	0.8181272338670971
NA10847	20.0	0.253530301216647	1.68808804712762	0.10757791194713
HG00277	24.076923076923073	0.40035333059417	5.06439909191431	1.4396239400516695
NA18510	21.0	0.20710005914285295	0.7377300200997071	0.256452106529182
NA12399	21.03825136612021	0.10086621721442	0.7261381211594159	0.479773276846336
HG00327	20.0	-0.026496174765189	0.118486654049531	0.459691641838179
NA19247	20.53529411764705	0.0826424896962097	0.544960148441131	0.742353777559322
HG00332	25.74257425742575	0.0613751653381268	-0.4768996470304289	-0.447168140194389
HG00252	18.0	0.240663704196131	1.8715724417459	0.186298225979273
HG00238	17.0	0.145167887906061	1.23689951754653	0.534429486211538
HG00342	20.02439024390244	0.425653923967702	2.16851412891088	1.17654931177532
NA20581	17.945652173913047	0.264654562572185	1.3025998397319	0.370537628616959
HG00268	22.382513661202182	0.0636875093394899	0.505364312395996	0.34646025304346995
HG00154	17.999999999999996	0.17232690792945904	1.97490756754653	0.43136356187688896
HG00371	17.535519125683056	0.25160321574389005	1.57030580856511	1.16037150247189
NA18870	18.34104046242775	0.569463197228057	1.8332476008007696	0.441503068703124
NA20505	21.967391304347824	0.329237741783361	1.1583440918786598	0.21988902383273695
NA20538	24.58152173913044	-0.010233778292185	0.574955229604335	0.243334820514278
HG00182	16.978723404255312	0.534133603943276	1.4253129003658602	0.4756174761715221
NA19207	18.0	0.195842458512786	0.7428057510461591	0.3376221849758461
HG00373	20.00546448087432	-0.0753102085815303	0.412268199191454	-0.0526280251082279
NA20800	24.99453551912568	0.13949343407769	1.2672138417140202	0.9430947036405908
HG00151	21.09239130434782	0.0827924913159033	0.6685378742351179	-0.0398270368182984
NA11829	21.670270270270272	0.169867422066066	0.964967193767405	0.21587644287975505
HG00324	19.38636363636364	0.33318522936729	1.90707831231288	0.736078220106366
HG00120	20.0	0.102540145607234	1.92194855022032	0.363617114037946
NA12777	22.480874316939893	0.30853912826828	0.48774922591114	0.325981880572806
NA20539	21.929729729729733	0.34860602469108903	0.968183164453037	0.689894798557099
NA19213	21.97849462365592	1.0394628429165	4.3276515163362586	0.6070318045594979
NA19147	20.0	0.0628845817479524	1.6670672105583502	1.09090376067355
HG00379	22.745945945945945	0.0214270140577689	0.7146712563001999	0.740498356032889
HG00158	22.968085106382976	0.292251923995382	1.40725185512492	0.498444867608714
HG00329	24.994219653179197	0.14386240999920402	0.75088729566896	-0.0200431591003111
HG00344	18.407608695652176	0.0671695207690744	0.8570177986218279	0.779610308292135
NA11931	17.47540983606557	0.20636640316461105	1.7922923509677402	0.875774568519498
HG00142	20.96195652173913	-0.0360204937642623	0.535546092375206	0.835299639888808
HG00100	19.917582417582413	-0.0463427017266209	0.520036483185532	0.38911250861862
NA12843	17.0327868852459	0.144143631959478	0.893822841898634	0.0507763424144367
NA18909	18.73553719008265	0.3090538957208	2.53138529812256	0.4918435045836061
HG00243	19.519337016574585	0.0815207138628103	1.9074740492721496	0.0966557716244513
NA20806	21.98913043478261	0.541573028240851	2.8798226879609103	0.6564796755306329
NA20768	19.023255813953487	0.146474839194293	1.9878186731016	1.213940735018
HG00123	22.142076502732237	0.12546565481703	0.8958505712640609	0.286302280108409
NA20529	20.06989247311828	0.153374807591475	0.808045246573935	0.318530524534884
HG00122	18.38586956521739	0.25272694307811605	1.48285065527118	0.12829008757238194
NA19189	22.041666666666664	0.185211411693654	0.925200617399892	0.938517877756458
HG00148	20.502732240437158	0.3520990729557321	5.50417471655578	0.316279054803188
HG00171	22.554945054945048	0.0598008122512657	0.8063102247533309	0.166504718650299
HG00331	20.70165745856353	0.482146934485481	3.5616861507250297	0.246133538377835
HG00381	24.989071038251357	0.0792961280750544	0.5292137002134699	0.406932988382675
HG00345	22.231707317073173	0.412103083222881	1.0235272004771898	0.666581466422141
NA18861	21.59340659340659	0.0290980223840608	0.5047572034390829	-0.0575062241453961
HG00185	18.540983606557376	0.200633838497363	1.27288240128423	-0.00852625794719275
NA07051	21.491803278688522	0.16172503171871	1.0727429968136	0.9179753584735948
NA20527	17.010928961748636	0.5913309243978371	2.46607086472934	0.437914192061414
NA20783	18.41605839416058	0.469969925940702	2.47018144221727	0.15855748283706395
NA19137	17.096774193548384	0.127942721778791	0.8527612348993578	0.289271625461422
NA19201	19.5	0.31732772747344395	2.06098302347882	0.332635708013231
NA18488	16.505494505494507	0.0743360513080177	1.6071026579227	0.6455722308424471
HG00311	22.420765027322407	0.502016968204999	1.86148914700008	0.445583698536892
HG00337	16.989071038251364	0.1649738467882	0.467821400551849	0.6730126202204999
HG00257	21.497267759562842	0.120688811216826	1.07651017971386	0.768389699787052
HG00136	21.14973262032085	0.5192828596890301	1.78237355865401	0.170673769239622
NA20826	18.51968503937007	0.17641266045739398	0.869174421293028	0.457841616260368
NA20518	17.866666666666667	0.334226128053584	2.5499736833160203	2.38209145052526
NA20786	17.43478260869565	0.107076024915293	0.7107708480271809	0.799834646676512
NA20760	17.28421052631579	1.24177976673944	1.34999208677598	0.563147576546468
HG00114	18.475409836065573	0.0724837572960873	0.525665187169126	0.25206517047222604
HG00117	24.320987654320984	0.3683607952632629	2.5788125706018503	0.75126307596624
NA20534	21.398907103825135	0.0877240804646363	0.512300376703894	0.537590967056507
NA20809	19.21341463414634	0.140209530372103	-0.0521660579572782	0.239293727432838
NA12273	22.010928961748643	0.0824748350635118	1.23792872629247	0.533228336523006
NA20808	16.771739130434785	0.161384508535537	1.3401644125199	0.18344021409103894
NA19197	21.0	1.27807363743667	7.03969776425956	2.0501070792456697
NA11918	19.48	0.202780190124203	1.35070277882456	0.286098710921664
NA20509	17.41304347826087	0.164947523816604	0.6838976518497629	0.6592207353772309
NA20757	18.650273224043712	0.211063882249434	1.1362668199918502	0.282214868758421
HG00125	21.131147540983605	0.474455129435514	0.2871922885114569	0.25518677062786105
NA11894	18.48369565217391	0.4619185719153279	2.06095127833274	0.0226013267167845
NA18517	22.12371134020619	0.138845928193025	0.590147909801908	0.448491540006949
NA20798	16.972677595628415	0.14832074826525002	0.5772643596588559	0.650671645221337
NA20588	20.799999999999994	0.31935563912049897	-0.0733808986212514	0.24629793120974205
HG00285	17.913043478260864	0.00042794858373829104	0.299597126693142	0.125780642903483
NA19153	21.5	0.111935106886564	1.09058088299017	0.4003242357253449
NA20804	20.57608695652174	0.30116001834294603	1.13572197582316	0.625527876567674
HG00306	19.56521739130435	0.911410112481679	3.2995617198854	-0.23352626106510505
NA19210	16.0	0.350022342726584	2.87874312939163	0.7038607110310179
NA18908	22.0	0.402658180677182	2.2039838338188504	-0.0932716327659902
NA20585	21.793548387096774	0.560266050699156	1.66777968067758	0.826833002037514
NA20543	18.516304347826086	0.345503394198154	1.16663121014103	0.651021564806866
NA20508	18.145161290322573	0.227067799899675	1.4494336582363898	-0.16488558911388598
NA18916	21.195652173913047	0.0418898630603846	0.8038739800266709	0.270666535935439
NA20799	16.666666666666664	0.213418416647343	1.49678622525877	0.0899772856774662
NA19235	19.0	0.116232964806656	1.26956470448797	0.466155482637096
HG00240	21.35869565217391	0.149042531871078	1.66008918148981	0.0192283808735206
NA20765	17.97837837837838	0.0568095089665727	0.6721359138630789	0.435481140273639
NA20801	18.50267379679144	0.354394081430711	2.8566352154884904	0.7197552579374309
NA18867	23.806629834254146	0.7252368362633119	2.2805196953679503	0.18023741124439704
NA20524	18.543956043956047	0.14939105076508	1.6232855733141205	0.8003072917006959
HG00323	21.194444444444443	0.32514657966783395	3.31362913801907	1.4698491340879598
NA20589	19.989071038251364	0.17771888508617498	1.1369154373103798	0.4312125457723
NA11893	24.71559633027523	0.101046339517366	1.21141897629319	0.46584421650885
NA20502	20.85326086956521	0.216369240252394	1.4347282763781202	0.299215331427912
HG00282	19.41081081081081	0.190742256907709	1.91028973255544	0.42886862112264296
NA19171	0.0	0.0655938115312411	0.681684095887046	-0.168239056507339
NA12761	19.923913043478255	0.0909957888977393	0.838982171924978	0.40683302427334295
NA20795	24.452054794520546	0.341032362418379	1.54618320782425	0.952978043330304
NA19159	19.16666666666666	1.02411814568017	4.4016176934040585	0.627620533000515
HG00366	22.0	0.0741165079622444	1.9028384736216295	0.956365638544188
NA11992	18.174863387978142	1.14797941739125	1.84721443982683	0.307406734021658
HG00141	24.500000000000004	0.340498165945871	1.80258227122244	0.8324000004684
NA18873	17.116022099447513	0.0850629940531925	0.6406902094590781	0.258320340239395
HG00336	18.481081081081086	0.295981470112476	1.45724886894126	0.331045098179933
NA06994	24.0	0.8094826612411758	1.37606734162178	0.323840707089188
NA19190	21.5	0.102779402559623	1.4151331283482098	0.199228406725666
HG00186	21.048913043478255	0.06914904499059599	1.6954971057589	0.7351732159915179
NA20805	20.459459459459463	0.19034043124743305	1.29901770579418	0.407895686096114
HG00325	24.98726114649681	0.0161910969961505	0.259916109647434	0.36797123967442497
NA20766	18.406593406593405	0.00669871342649914	0.524966402376138	0.4850590085949679
HG00183	24.41666666666667	0.149461673524644	2.39010199697307	1.17534123730195
NA12827	24.0	0.29175108375246	2.50015809513027	0.342586080628593
NA12400	21.68478260869565	1.66658024791677	4.66767286712416	0.078805844691842
NA12760	19.97814207650273	0.0529023001902671	1.17050471911842	0.58069635788928
NA20540	21.25675675675676	0.10447979466941802	0.989834716694825	0.8728340700976039
NA20772	18.251968503937007	0.15244378220399898	5.8363637049089405	0.856708646800019
NA07056	19.076502732240435	0.24328866321040304	1.27411462706677	0.543097038234302
NA12154	22.872928176795586	0.178118502099938	1.30365353138825	0.503281259090487
HG00149	17.994535519125684	0.7302754117098721	2.85921014017776	0.241635591608337
NA18912	18.0	0.4137315091490621	1.93673406394776	0.6360284311729499
HG00343	24.66850828729281	0.327168062360873	3.28338550830541	1.05451100933321
NA19130	21.497267759562842	0.17620898027534898	1.2524402716636	0.6946175189215079
NA12286	20.881720430107524	0.0757580800787707	0.823720666827533	0.33088859973073
NA12340	20.076502732240435	0.39559320968628897	2.04839846534053	0.3400794790110949
HG00118	21.47540983606557	0.119419598512668	0.7202118884246421	0.861192398369374
HG00275	21.556756756756762	0.208106278611064	1.6809258182315	0.760428119138645
NA19143	24.0	0.113482547047107	0.75223855328208	0.4195978614684221
HG00280	22.494505494505493	0.245867992505046	0.900998284492552	0.373996349685798
NA12383	21.0	0.27753179054143395	1.3433484548359498	0.96068161542465
NA12717	18.568306010928964	0.129757931714639	0.509580566724043	0.469588300681846
NA20814	17.08743169398907	0.7281221881090401	2.6989556044539302	0.695962732633281
HG00231	22.781420765027317	0.31922219177912603	1.5988376452661397	0.401360578302592
HG00242	20.972677595628408	0.5552609814921379	4.71539772359047	0.223265658403602
NA18486	21.0	0.0798966539482015	0.5884682832436899	0.5313240239964641
HG00274	24.79234972677596	0.22096766886689495	1.05719514637599	0.20954730218961606
HG00335	20.409836065573767	0.309354497991981	1.7095273064236998	0.573185606019401
HG00259	24.544910179640716	0.19824399418943106	1.37531466455832	0.783266804175999
NA20530	25.857142857142854	-0.0702291354164383	-0.368483822643568	0.4033279680650661
HG00096	19.21195652173913	-0.00735903199926607	-0.449580882117636	0.455852275539557
NA20802	18.51912568306011	0.262736735549675	0.9443381599364152	0.664151388823765
HG00236	22.255434782608685	0.0270718809820149	0.20563316206619695	0.7825879398905571
NA11920	18.549450549450547	1.14094714831384	1.95586906547908	0.0228789480677179
HG00239	17.48087431693989	0.2667170095117	0.8712223198962109	0.249725185100867
HG00265	18.065217391304348	0.508583264196976	3.39399403552295	0.8012920557464549
HG00115	22.782608695652176	0.14339128039917298	0.644383662547005	0.122850654995138
HG00244	20.934065934065934	0.0894003535220063	2.14030653399371	1.00573544568704
NA18868	19.983606557377048	0.0415130971348377	1.0883224896667	0.168991720537479
HG00110	20.549668874172188	0.0758895161267715	0.367274661380795	0.884310319756155
HG00181	17.445652173913047	0.11779289925150302	-0.14040751970265195	0.0340310946466381
HG00187	21.31891891891892	0.105481742203719	1.06211651393277	0.7296398296436921
HG00188	18.781420765027324	0.178312179649442	0.987637677388704	0.40601221261172704
NA20542	21.415300546448087	0.103183528538132	0.435761487844465	0.35273391740735205
HG00264	18.45405405405406	0.225244870701846	2.8413515603697004	0.281775865001234
HG00315	22.28108108108108	0.36999793610454	1.14371851223785	0.311771946439773
HG00376	21.950276243093924	0.185855247598255	1.21531512844098	0.290274523987635
NA20811	16.7445652173913	0.235779569736043	1.35891413822169	0.47013921908601
NA20785	18.41621621621621	0.4735210451015061	4.018726111300549	0.696190382857709
HG00176	24.59638554216867	0.294997261376215	1.74723098730355	0.64748497244914
HG00261	24.11627906976744	0.366277525585562	3.3068696867571097	0.9726449156830972
HG00179	20.58095238095238	0.330012974723766	0.9119044313986608	0.9468565265227828
NA12776	17.0	0.278304522861183	2.0838943235496004	0.4320644002733189
NA20758	18.404371584699454	0.18305437122191895	1.00497666266616	0.6000828801778171
NA18498	21.487804878048788	0.5177085569869829	4.88912060888087	0.372743516198641
HG00321	18.5	0.16590880312552694	0.600438502349294	0.7550984702537858
HG00313	19.55862068965517	1.4921919490236002	3.3743091409009702	1.93307213179515
HG00174	22.58602150537634	0.266337008340974	3.24462302562044	0.411118363784088
NA12287	17.021978021978022	0.121609054715653	1.63344352639179	0.396147502652848
NA20756	19.45323741007194	0.434885918208443	4.295461306004991	0.417088186563884
HG00180	18.984615384615385	0.21011791431992494	1.47855151453293	0.058455384187613
NA19257	16.917582417582413	0.3241858086734861	1.80615191510531	9.081297972480641
HG00112	21.576086956521745	0.20688665897499	3.07064514183226	0.43246930300952896
NA20586	17.105263157894736	0.119618528779012	1.3534005690867	0.351867770482748
NA12347	21.776595744680854	1.02503707292608	3.2858187286263103	1.75046176807669
NA20517	24.838095238095242	2.03464274933371	2.45130736056692	0.5797672035847039
HG00384	22.16216216216216	0.166567171056233	2.00266565360896	0.465110366433445
NA12283	18.0	0.511102407356863	2.20633480931678	0.31434849188772496
NA11843	18.20108695652174	0.21955034425403505	1.76675121977192	1.25986908874663
NA20778	17.820652173913047	0.208827364069746	0.0645381988442577	0.0859053234040931
NA20541	24.116959064327478	0.365605604333992	2.9552470208990496	0.48767245323849
HG00267	19.385869565217394	0.16370084907066598	1.89481411786429	0.183048062537748
NA19102	22.005464480874313	0.1035350170517	1.02404361129559	0.88644309446496
NA12272	21.0	0.320597230498937	3.49187770583372	0.608462899213967
NA19141	18.98918918918919	0.0575087058802445	-0.21590395043567	0.8156595118418829
NA07048	21.897297297297296	0.292622324995756	1.6128971734108202	0.0954388960968182
NA20769	22.0	0.140213205282661	1.53429402501695	0.193469489463938
NA20773	18.01639344262295	0.116761485741734	1.20580389685654	-0.277809476505282
HG00328	21.657894736842106	0.213919767067225	1.96124781960791	0.31840926565072303
HG00106	19.08152173913044	0.0625518574591051	0.452077124402583	0.475268053011708
HG00361	20.48087431693989	0.0453315940053551	0.29317423346109805	0.202237256629598
HG00253	20.745945945945948	0.7795668438765401	1.31609454896726	0.5052957051357261
HG00155	20.69189189189189	0.133667902542174	0.496291606665449	0.184013903139113
NA20792	17.005464480874313	1.736794979197	4.46221136863381	2.06244689292258
NA20759	18.978378378378373	0.301857582938363	1.45554348093072	0.568493068312917
NA18934	20.826086956521735	0.367523466025574	1.16354496754341	0.3993094432388111
NA11840	20.905555555555555	0.17060781439852696	1.12623142866626	-0.187213837426815
HG00109	18.453551912568308	0.0902896807980038	1.77402888187021	0.750019435051125
NA18511	22.044692737430168	0.5146903380279221	2.19750882716827	0.368929963788003
HG01334	20.25543478260869	0.442716439793939	2.76558307365995	3.93298515032772
NA12842	23.971014492753625	0.948221517661045	3.2615395248377097	0.297286481511284
HG00338	18.01621621621622	0.332742906380924	3.1349838331135804	0.210151163919826
HG00269	18.847826086956523	0.19983813606205	1.94107310730896	0.5491045878965589
HG00173	20.0	0.228214138656882	1.8493862007631896	0.289645615615486
NA06986	23.857142857142854	-0.000184126674344864	0.0503396763058679	0.009504820450918829
NA20774	19.916666666666664	0.200864452954536	0.383802209604808	0.8702061769872791
NA20828	18.275675675675675	0.125889590131545	0.70411212414481	0.6028352980808671
HG00284	24.521739130434785	0.280940755619141	1.10313337857234	0.566823532330115
NA12750	22.47311827956989	0.00893331070465869	0.669381153731674	0.0887082535574278
NA12275	17.994535519125687	0.103832862127172	0.570871243582167	0.16283631235512602
NA20528	18.491803278688526	0.0176146455725982	0.7629416692368491	0.270434340508737
NA18910	17.367346938775512	0.117863746774992	0.9984295817646408	0.16816613627632998
HG00272	20.31891891891892	0.20435686939782105	1.08946877138355	0.0884661625641169
HG00138	24.02793296089385	0.196691351428994	2.02068927959994	0.767649856115708
HG00159	18.8	0.16777107051453302	1.5045499548650405	0.13123539840470094
HG00108	20.67213114754098	0.404170471681875	2.49507262598303	0.460226787456296
NA19256	23.0	0.175982727547171	1.91621829441484	0.661572933927493
HG00111	20.676470588235297	0.29525681882913	1.04664683189972	0.742607914662614
HG00143	18.48369565217391	0.295073543925036	0.915209454993478	0.249458677535472
NA19119	19.972677595628408	0.0806460039332147	1.0171348351857	0.318193109239904
NA12751	21.910112359550556	0.011824182720448998	1.01409981065608	0.342215134891532
HG00121	17.962162162162162	0.303229593172008	1.45231890958292	0.62065931149276
NA20515	18.46086956521739	0.234476748294263	0.6878722487723841	0.38388620439476095
NA20512	16.891304347826086	0.243138115210132	0.4313911075402371	0.4057258949869471
NA06989	17.02185792349727	0.0921487036590355	0.555387999192389	0.369804436216497
HG00281	24.994318181818183	0.21800436439347096	2.1088766112362	0.79171902021412
HG00383	19.00546448087432	0.5897862199435849	2.47475386459845	0.393622077387624
NA12716	20.497267759562842	0.14417690777372302	1.1308341740298102	0.0107383685770956
NA12718	20.859259259259254	0.7785950140019899	0.913503643068384	0.792429337921138
HG00137	16.950819672131146	0.430981726675965	5.4187425074926105	0.108689002851482
NA20790	20.9344262295082	3.0193607961239097	2.6597131502292704	0.234641505734582
NA18489	18.5	0.000564574884845792	1.26365527146108	-0.284693044819441
HG00334	22.60215053763441	0.349390633661398	5.6596824220484505	0.159277828592748
NA20803	17.244565217391305	0.23505831683142495	1.65986966977448	0.88705849770717
NA11892	21.545945945945945	0.23949731398387306	0.9298778916307828	0.662896855962291
HG00232	22.364197530864207	0.135758265226587	4.4353653831296915	0.869763884810433
HG00369	20.98913043478261	0.609880244159119	3.11635233608914	0.274034226481814
NA19152	23.33132530120481	0.197558583772131	1.0152530148605	0.359931834011938
NA07037	17.247524752475247	0.0244158053049017	0.40316187153809896	-0.075430017911959
NA11831	21.351955307262568	0.0943145778687478	0.608663629088394	0.08271904213940501
HG00133	24.6984126984127	0.19083529655821	2.04416375150052	0.283898408413729
NA19248	22.0	1.24389358770972	1.95725594175681	0.782118559334426
NA11830	20.810000000000006	2.03348705825975	1.0228303733218	0.782098999613418
HG00126	19.231182795698928	0.15253250930856602	1.7800506359385202	0.58301372359128
NA20813	19.54644808743169	0.302973772887092	1.0437679252537702	0.250510017152377
NA11994	17.852459016393446	0.193135231048097	1.16795379756579	0.428325006824077
NA19209	17.01086956521739	0.21726769205325894	1.99726831763768	0.137544869435643
HG00255	20.84153005464481	0.11383228120417402	1.48991666972285	0.8389302653258571
NA19225	21.994535519125687	0.394401308763503	1.24602353326808	-0.209992088291164
NA20532	20.5	0.159231584884204	1.11424153739521	0.988896677729974
NA18923	19.62295081967213	0.17961901958007898	1.55120240951253	0.5350774966942029
NA20812	20.40217391304348	0.20088775952475	1.6555879295888103	0.263884842728069
HG00250	20.169398907103826	0.226970238662084	0.75168247267334	0.44862320262414895
HG00256	20.5	0.263521793525077	1.44697509178814	0.396666331368363
HG00262	22.715846994535518	0.4188332273785661	2.6288207275139	0.31777422304659897
NA12348	19.7514450867052	0.0517810036884765	0.4359035545136529	-0.109667844507631
NA18858	20.502732240437158	0.188695365873291	0.969484345696562	0.63697125608168
NA20754	22.601092896174865	0.190919501057086	2.03096137672005	0.8023785493459101
NA12775	25.0	0.13308637842661	0.812397599122836	0.5540328805461291
NA20510	24.01219512195122	0.26916916211419	0.00797541308352034	0.5153217686506409
NA11930	17.994505494505493	0.96517001760576	3.49621420497736	1.76613339804771
NA19138	20.0	0.0289829643190098	1.07349395117717	0.44590099032241903
NA18499	19.4535519125683	0.3076595151870969	4.5668124361476385	0.5145217696194829
NA19093	21.016129032258068	0.214713107771115	1.57690815137232	0.934867314445495
HG00367	24.917127071823202	0.186470992570462	0.735198703972403	0.4134802148942261
NA19108	20.52173913043478	0.19550738747989305	1.55095676723595	0.6541401268197421
NA19200	20.0	0.0386370904626391	0.904754564119414	1.01173814893483
HG00278	18.55434782608696	0.296723169466884	1.38014668662891	0.0638871085877716
HG00309	25.358381502890172	0.311435132918148	2.56098664609867	0.190355269022219
HG00139	18.005494505494504	0.361193782504919	2.61821595852066	0.0539158157314704
NA19098	23.0	0.16794828136705894	0.9163206863862208	0.174799403444518
HG00271	17.967391304347828	0.177636481580781	1.40346399405738	0.86631967829748
NA20520	21.043715846994537	0.142591020880222	1.71199816254244	0.43417299068121096
HG00246	22.42622950819672	0.18760874125536106	1.77963430198753	0.905135004386064
NA12045	18.572972972972977	1.2118434126469	1.46915299663008	1.5298043098747098
NA12889	24.54098360655738	0.762553624185111	2.53395387122701	0.183113607012442
HG00276	22.550802139037433	0.15632825109892498	1.44958624924847	0.799760271342255
NA12830	20.0	0.3810780378407029	1.83499924940523	0.426022408980993
NA18519	21.74380165289256	0.125546752786407	1.74011627538699	0.180250937788685
NA06984	18.141509433962266	0.718393752500162	3.15801081399856	0.6687205666292071
HG00320	20.606557377049178	0.36097684564683	1.62392577787621	-0.0358440499302728
NA19223	16.55	0.21482658709486	0.875369238562559	0.45211220785674
