ID	KDSR	LARS2	CSF1R	PDGFRB	TIGD6	RPS20P4	RPL7P1	HMGXB3	SLC26A2	C1orf198	COG2	C1D	CXCR2P1	RUFY4	TNS1	LIMD1	SEMA3A	ZNF572	RP11-1082L8	LOH12CR2	MANSC1	BORCS5	LRP6	BCL2	RPL9P32	URI1	SSTR3	IL2RB	C1QTNF6	KCTD17	Z82188	TMPRSS6	RP1-151B14.6	RAC2	DCHS2	PLRG1	RP11-158C21.3	TPO	VWF
HG00108	6.36692687570581	8.45533829250759	0.277642710929979	0.756651991761936	1.56318090033902	0.0733015338304138	1961.02395456808	13.5072419769743	1.34381217407195	1.15066711798649	8.12854248927545	17.4055794007417	0.404170471681875	2.49507262598303	0.460226787456296	22.9291160549767	0.0324191664340726	0.262252360203105	1.41811352056985	0.179892768223816	0.0324228104628192	6.40159481737618	1.77111338038473	24.3113256636125	211.82202604022	26.8327869644618	4.96417478108128	37.3771344668528	0.967872320430808	3.78294451527255	161.987573205437	-0.00873108308806508	0.120993599052042	260.635534849734	0.308026227805075	28.9706561546323	0.0703157952501634	-0.0049510886577174	0.00648660739726055
HG00109	7.41562166646904	9.13154538500126	0.0585973280879128	0.28854609834361	2.33244185604879	-0.0154303027108637	2151.58696538502	20.1876979686378	1.39332061378128	0.910194906287934	8.68110638185351	22.8463032397788	0.0902896807980038	1.77402888187021	0.750019435051125	14.3870493351221	0.0321234055533377	0.237536052408396	0.826181964157194	0.0548223373319464	0.0443221984975944	4.82888471149489	0.875420580306969	28.1335824099131	230.235173390358	30.7401766145482	7.79108317634533	42.9684027130048	1.14130791764563	4.7308393875579	94.1862404060579	0.567458208142464	0.145787669588216	295.104517785051	0.46988588297301	33.5111422384338	0.0669741837838497	-0.00384225094680335	0.0244297846197507
HG00110	8.55518793013357	8.94752897804729	0.291412564304293	0.649076376967748	2.00145494096353	0.131541203095005	2135.65111794447	18.4650677075892	1.47327573947148	1.37666639307584	7.86354765383408	20.2015518044067	0.0758895161267715	0.367274661380795	0.884310319756155	11.5979930778715	0.0319783522226535	0.522431168355898	1.258263681547	0.149955355612642	0.10463066904358	5.97059797663052	1.7148912960122	30.0834578055945	163.316028683004	28.0619130354534	6.29380905825809	40.5823284329061	0.848095707876273	4.32552575263014	125.469528501352	0.301131763096612	0.135332498021379	296.007769537717	0.211208069059806	37.0645488308771	-0.00832864833852697	0.023283969311843	0.0405555393191818
HG00111	7.84199148766609	9.71823784564083	0.379677975889579	0.628724828518529	1.85589359709189	0.109641989777794	2016.93288842102	19.2358595995244	1.44500663405157	1.25450640602011	7.15050553598691	21.935082154768	0.29525681882913	1.04664683189972	0.742607914662614	13.5153802769498	-0.00395774739786721	0.462669334381209	1.198697817334	0.139706480864814	0.00769358123755859	5.90774754090909	0.946616736689887	29.7151784406132	150.416087781226	28.7094800165457	4.91901057527516	45.8457655492116	0.870163484465311	5.68120657337681	140.31092738724	0.259914894948483	0.293218198614841	312.30020904946	0.257607868510701	32.3424970759932	0.107133187874151	0.0861150416823105	0.0268697361388291
HG00112	7.21175467409093	10.2354377583055	0.204233800931136	0.305935610045506	1.42536232990648	0.105633099959876	2150.57930419311	19.2980378258766	1.6505376495666	1.24254408354915	9.64814490577691	23.3946766109621	0.20688665897499	3.07064514183226	0.432469303009529	12.5033936236825	0.0161335012958184	0.291372928223967	0.949111298428957	0.135604924107148	0.00886184622235373	5.825557404421	1.78270811901866	30.9622924147554	179.291661546339	27.3125541335463	6.23940272029906	43.3573807568737	1.19874129851095	4.67194800076714	57.5373227812446	0.358849443790613	0.0293570662401429	355.054379171185	0.316468188406715	36.7294940524109	0.0990800182032798	0.0641378653150421	0.00549928958043687
HG00114	8.59970139318746	9.69719155880622	0.106063059122879	0.185517210050063	1.57769026645895	0.00286603318923374	2103.22614339332	16.4336028787991	1.73364805528355	1.00357964102581	12.5065541098879	16.6994588474703	0.0724837572960873	0.525665187169126	0.252065170472226	16.0899312547126	0.0343347455950397	0.389160953316185	1.74350644498418	0.19890436785759	0.0591503529903934	5.01312647896864	1.30896509058789	32.6741778877384	146.054969781844	27.5542806223385	7.56058374322401	56.1792944204551	0.858400768940942	7.03807219163129	28.1284857998968	0.355221350657601	-0.00601058694648776	345.620137972906	0.48411055169422	39.0867935133374	0.129281159720607	0.00153995592126248	0.0104698894611523
HG00115	6.74847622681841	9.2088004175047	0.109049615357734	0.0792169110699407	1.58778725539888	0.131788706681902	2087.19848433577	19.1373866715836	1.31106529713402	0.818505700159066	7.74389875684487	18.1784352863433	0.143391280399173	0.644383662547005	0.122850654995138	14.9595423295341	0.0312633732890423	0.306684362661309	1.66422569971592	0.131972593920663	0.0639371334578534	6.31984301660668	1.32038532795206	24.2896437915827	167.36475064186	31.8749180287821	6.24716156194895	50.1730606858107	1.81260572641786	4.56909592120536	112.494922344623	0.447241788688317	0.322234101779098	368.236865989406	0.174924558347958	37.0916803444314	0.0894389263431181	0.0814173751454871	-0.00134581647740367
HG00116	7.36504947588082	10.1045820220375	0.187298204685757	0.519977540923612	2.21370760487071	0.060068061447554	2087.39515755024	17.9427058937069	1.37844720981498	1.03024134331976	9.9395395839105	16.1487465594483	0.471675998996758	1.18712753273	0.181267923680816	14.3368378518628	0.0505346610669303	0.496224087777791	0.955022427813639	0.156602040332991	0.0406185696857578	7.16693412806267	0.72118618916558	27.8375002683361	173.807109176163	30.6945983004739	6.64454288394855	36.0305401447625	1.55897104740935	4.51102184261399	96.0165768073089	0.852408363257264	0.0928069124796953	258.393881599393	0.199567768574621	43.1875794190144	0.0861471317671462	0.0557450923847815	0.00500196564274113
HG00117	8.34027235807256	9.98427164971844	0.415235515522959	0.326565339973773	1.63131203615614	0.201099307717096	1847.45416402814	19.6874871664173	1.72914999449532	0.674415737011811	8.60403636349176	13.743617283084	0.368360795263263	2.57881257060185	0.75126307596624	10.7865937383062	0.0319062970662114	0.546356537730424	1.26255536324009	0.19974263542907	0.0343113845327392	6.21943072075505	1.1782474463231	21.0247612479597	193.364686609308	32.5064453794814	8.49469329355706	49.1646156473624	0.457708635981128	5.52998911863722	80.0276389599643	0.0662140408524931	0.0640554006209775	441.231797239682	0.161601984399317	33.6450079320214	0.0136454007257951	0.0264606824001453	0.0143605851816368
HG00118	7.96020260764569	9.31244684449621	0.246372862823102	0.407681664305158	1.95714259886611	-0.0194678289291769	2119.2062282476	18.0563975291859	1.74405093652636	1.26624320204637	6.42767100972131	19.5154544417539	0.119419598512668	0.720211888424642	0.861192398369374	12.892357139386	0.00615779364257367	0.50186880930464	0.894794713687663	0.125622416509013	0.0486331094294111	7.07280446205134	0.470298176038724	23.5080918205141	178.632246494608	26.7717122933566	5.17872913356143	52.6480682983967	1.58240195105561	5.45439216221035	170.558595583382	0.179642347091472	0.335414676155943	381.430099177796	-0.0821129838298031	44.1050149662286	-0.00342619550691236	0.0346079863967593	0.0171113925309801
HG00119	8.09896867617652	10.5391775808669	1.07231425756433	0.0785825423003147	2.31191725567497	0.296151223715758	2087.82360964045	18.6916107744478	1.30607623893409	1.29467400986229	8.60470788733127	17.3146401775316	0.124093104730017	1.54173263945504	0.4450864966902	20.9419937554604	-0.00142193912295413	0.542323872455263	0.890247851056266	0.155344055824921	0.0295529946758989	7.97716991287685	1.08934209159496	25.6863781416916	177.475388903124	28.8245370767353	8.30423862249534	48.3954107299896	1.26808168054712	3.93809762238856	84.9567568124111	0.530270513720356	0.0509933617181966	302.898935806647	0.194758467444336	38.8463233470033	0.0815610506920967	0.0301291374573258	0.0196258405089018
HG00120	9.4291852242033	10.3247083533063	0.534668723333401	0.405733226504146	2.92197515901502	0.00327567803310098	2266.05047158974	14.187086509974	2.13792712058955	2.48199847611381	9.74027128128555	14.8873521947084	0.102540145607234	1.92194855022032	0.363617114037946	11.7479223969586	0.121648212555974	0.674250539864714	1.93935371102883	0.329422693633045	0.0404357641101758	8.66044249034536	1.81891155318859	25.7733719057064	195.110668922192	38.5512268167013	8.01673511873936	45.8733117458124	1.35469772157589	7.16004338134369	66.3145776890034	-0.0834593345859743	0.221340700149211	314.660840275742	0.0912510494497163	33.1739071269015	-0.0041000896683842	0.10376710008719	-0.00293110916111016
HG00121	7.96305558258734	10.3891302979456	0.485099742871036	0.428993562381957	1.78621673257483	-0.0370036504680868	1981.51077834467	18.1787037476734	1.39394815834083	1.09888096292423	8.57454470693564	20.6253889551751	0.303229593172008	1.45231890958292	0.62065931149276	12.6960816129818	-0.0110169521279446	0.444651044398081	1.0257484214762	0.279860125429246	0.0322440450523621	6.98913143260318	1.27808863599886	25.2809505905678	180.023408297812	34.5747175301904	5.3637322852231	43.5083950400071	1.43839845543693	4.81858268352633	19.6970146734651	0.261589024365852	0.377722099751532	395.003588623853	0.244488277932192	31.365692358125	0.025634110142379	0.051340687605045	0.00243874939322852
HG00122	8.97390864185841	10.1414397984823	0.2024476889256	0.731335225406743	1.84847906344578	0.0178716032893361	2042.41895417209	16.5529973238509	1.38828785853921	1.24398961737484	8.95011982479525	19.9168756801439	0.252726943078116	1.48285065527118	0.128290087572382	13.383905081528	0.00898827767375836	0.414447261843596	1.25670559564148	0.20269648783229	0.116090975308284	6.3103774462507	0.965806427730405	24.3422926253679	165.4563676147	29.1648954862842	7.10299175934303	47.2121972838523	1.54635215883853	6.2982272508866	74.9946211551326	0.129682290461503	0.0844442263537034	337.405036321016	0.137376473956201	26.2677088952591	0.0350688766318915	0.0987756250580548	0.0308546079879654
HG00123	8.1694755152685	10.2702506585903	0.486371046184701	0.47581263557425	2.09922562999189	0.204150025119207	2313.72774367475	18.4658639260283	1.77928847424539	0.705418892976517	9.23595372194667	14.1563870992473	0.12546565481703	0.895850571264061	0.286302280108409	16.4608370149241	-0.00627857066110202	0.379779350739549	1.6161073639041	0.125160649024161	0.0364414505689812	5.31387108768805	1.10114708043788	24.4509200095453	222.221367115376	31.9726546664272	7.42358834327884	44.7129436780048	0.972974830078745	4.28655903174929	109.6592361425	0.239895179687071	0.0104862626711532	372.64965845158	0.131343184501086	44.1804090114519	-0.00622310441788747	0.0265277084111833	0.0247196280574721
HG00124	9.67849239477404	8.57589047819016	0.573017365230716	0.0967731269324741	1.62649797104081	0.0523818141594531	2072.88150088344	15.4943913554355	1.83119636847582	1.00684252106262	8.48866160865653	15.704340276424	0.0817321925767909	0.484939428528702	0.221092878444533	12.2077036821345	0.00124085487109321	0.493734601280165	0.972163570432555	0.140136453827429	0.0432574793005377	5.69248308555173	0.330744210490271	27.1762293721397	211.485688793691	28.0803398060884	4.44454114978607	44.1772637345375	1.01477415535856	3.94367014658919	107.60943393874	0.0437631706336848	0.0599634219744658	345.898202204499	0.170573489093114	39.729393971386	0.123193403707385	0.0258911959453158	-0.00645793222843212
HG00125	4.73326857659834	7.43169840317846	0.178947624353935	1.54006465423074	1.65146166905591	0.0565940239291464	1705.58311562822	11.9698509239384	1.56076279925148	0.486908686966773	7.64261465087561	13.6858958004395	0.474455129435514	0.287192288511457	0.255186770627861	10.7223870311829	0.0405076883520786	0.282357067332511	1.43124842541535	0.0814056440703887	0.0141558948505774	4.20423151164659	0.951813978418601	15.2403987127468	164.643360105284	22.9278849207657	7.06648922029313	25.3053732756642	0.75469920490708	4.04219770660582	61.0084841958514	0.1002830427578	0.218041342600112	261.503847015358	-0.0244908325313037	25.5046996729954	0.0158114763613255	0.0278969101930032	-0.00282023461829606
HG00126	7.72817018818459	8.14198570837278	0.120356788569496	1.00352996630021	1.37107316034858	-0.020564896347439	1892.60718883974	16.9016516703184	1.57454202570715	0.832365080041755	9.99126108567537	20.5345066177731	0.152532509308566	1.78005063593852	0.58301372359128	10.4261962748843	0.0194402782434225	0.405288111388242	1.22617823571028	0.121180436624737	0.0919651309943704	5.45370001907153	1.10095882509187	24.7395409768831	178.892864155974	29.2160621703208	6.08628646432977	48.2591962403183	1.27186905503133	6.66586312831822	121.96765231377	0.229800798511193	0.22791540945162	358.308201419048	0.229470608263382	33.2003904523573	0.0932058663461869	0.0538383967147369	0.0055307857717472
HG00127	7.92588491181765	8.09197107249599	0.125723518127132	0.880432664987539	1.89950908279904	0.265404653924979	2127.88520310559	12.2616592156383	1.4759951043135	0.622841661241556	12.54946875845	16.4990815973447	0.0952664113043243	0.00617038003272308	0.410868337333477	9.71092106237003	0.0690097585555153	0.45432614188405	1.51533819099341	0.180736209855852	0.0323986357396633	5.38861236653824	0.483549357845299	24.3576909554737	207.83887437955	35.0928887135488	5.7238981580827	40.2796545205974	2.12958387868146	4.74028684391958	82.2465643317866	0.483698481636995	0.118738175457119	374.609570175331	-0.196530335003565	29.4229424828179	0.0178512275518476	0.0606584792289909	0.0162546118220948
HG00128	6.52753065555614	7.32028224608754	0.327774963323891	0.496851110386429	1.62459360826617	-0.0086061180963096	1896.27866508839	15.1623199024811	1.2419478973708	0.821853598945717	7.75359260768323	16.2814409243728	0.118293724545491	0.830443777234531	0.350529189148078	11.8769289346122	0.0179398051316179	0.394421238063089	1.02819655312014	0.197398695306812	0.0399059324812907	7.14696370918496	0.847333122872801	23.1953194296074	151.539610026052	27.7443245181994	6.29426474213917	30.8764628281342	0.936500506716969	4.09831543172202	99.9041955729237	-0.0193037446954613	0.0631272250367333	295.077722989587	0.127633545679145	29.8260123686129	0.0626874054811641	0.0486354437835631	0.00864199559566769
HG00129	9.34875435322398	14.9213677684967	0.221401406965582	0.628241615289492	2.03197937059551	-0.0188876959755951	2407.43047563016	17.651537651006	1.70453715438046	0.633217523828502	9.2334701644567	21.0209218915661	0.0876967633558822	2.17842391804371	0.0635718523409731	14.7106220964252	0.0231905383207383	0.413323749804601	0.866590161955821	0.262245264568895	0.0561599787172811	4.56004581241903	0.599633324945188	26.0881568852204	203.476949979418	31.6349219270096	6.92141909231816	45.8127950710412	1.21282014540924	4.63617437748892	89.2340961487174	0.0569974898109277	0.135848268747243	348.929628141711	0.0248242053537708	28.303570060885	-0.00168243808748986	0.0756610531745973	-0.00799334153764966
HG00130	8.3132199644809	7.17306891288636	0.337698541791698	0.988070940875507	1.7760363332451	0.0126970786146064	1978.94652410944	19.4852330652461	1.69517747173115	0.80245530645053	6.8214669439692	21.8232150359011	0.392950100503766	1.30000064449785	0.479997755986316	11.9204391431058	0.0493168991966152	0.413778361496621	1.13289568317889	0.038566869824029	0.0451398290301549	6.89735080599874	1.17613624224686	27.0473299082152	188.359926841958	27.1709497449333	7.31175553233893	40.0868026341359	1.62813714270357	3.15171032528678	143.492526410279	0.175839785150278	0.34006172919032	296.319550688473	0.106656134817981	36.1347424043773	-0.0113392588886433	0.0332382379340094	0.00317121944672346
HG00131	9.66809249084336	7.76585720788469	1.02288738974139	0.583826230030355	2.34097712990976	0.284818067316496	2115.94650032208	20.6703464126673	1.89933833499974	0.665389567192552	10.4624300568269	19.1692844059465	0.250451603045972	0.828038769434349	0.667425766823388	8.14639790089154	0.0402789739234182	0.491573496169755	1.21451083332858	0.269426076748241	0.0736200236664281	7.93477983025301	1.52771595474018	19.6644467071923	154.972194724646	33.3039617169445	10.6869948832011	36.969840508473	0.187958446597926	3.84341766427237	157.010852651368	-0.150682745032722	-0.00402495365999112	321.871406289329	-0.125687462461439	36.2633073496546	-0.00327165308792434	0.0662524080146367	0.00782556128227729
HG00132	7.98630872294747	9.44059518887995	0.354225006085156	0.697480265842768	1.77760416559076	0.0248559278316722	2082.87986466724	15.3546648370681	1.2943612799215	0.847675122605933	12.1814586934999	18.6166523135476	0.2544590107881	2.82800623202913	0.646454315514207	10.8620892831774	0.0450776619351877	0.596996591761363	2.00067356702013	0.123601333064341	0.0879185531866368	5.9069220844421	1.10531526137829	30.0882862300302	153.452446371963	31.5067189914332	7.40357954577849	37.5831290470213	1.31616914569019	5.03656582042381	99.7715406455395	0.134903014140159	0.240565002325898	309.422465168039	0.258253980920383	42.4364679348449	-0.0110032008266399	0.169421940525194	0.0218005372870125
HG00133	7.32875337055498	9.19855683460004	0.153119210517413	0.727534248440116	1.71287670020685	0.126463247483683	1999.71155100254	16.8072466797378	1.92764127436319	0.80161837728457	8.2235457889111	18.8324807890214	0.19083529655821	2.04416375150052	0.283898408413729	11.9998645751279	-0.00344166079706217	0.626813171725121	1.33534017141383	0.19993288868208	0.0104967217803521	6.36970345139851	0.864995252194257	25.585607051236	169.19816308122	34.5752858096116	10.2549775021661	34.7796609419237	1.09013216978446	3.6371280889939	159.400047321624	0.356614822476416	0.0569440538690166	292.943102025882	0.181901457802187	43.1885655069598	0.0444171818927258	0.0987093876432797	0.0095435103053286
HG00134	7.02169154117098	9.09402707354328	0.306267694209156	1.03447258884211	1.81278921124084	0.0675890230368674	2177.55993579644	17.2241109829848	1.38626534599686	1.37637964582724	10.7971557505584	17.8380411599046	0.16318891363693	2.85774638231579	0.143815306250987	11.6027324020659	0.0276279261522705	0.292958414530239	1.33355375451947	0.13816407702433	0.0650218345345989	5.60685862415845	0.503098503904743	28.1947698750594	189.827306038723	31.0026718182075	6.0284555877657	40.8634813427188	0.821631141209766	5.41739767134681	65.2615209373521	0.165674689557039	0.189899725218745	340.508547430727	1.12670695323632	40.5797655583847	-0.0038581200229417	0.0781095486181269	0.0196182287229813
HG00135	8.59621569806094	9.20536535791031	0.0842369146367794	1.10053660574082	1.77619380020375	-0.0510346720150657	2254.47940843138	17.0163817494891	1.56209068244356	1.35511777310295	12.7867378627173	17.552723117535	0.0105965093302805	0.203687748642942	0.704668291257006	13.9360827645046	0.0141424480360152	0.376811954493495	1.11524930320482	0.13027478918591	0.0711258365449763	6.79145860280709	0.755864345638306	32.6918877781541	212.763793878682	32.0565542516248	4.88375968718385	42.4750714648429	1.0222190459661	7.7306110559435	130.077055783124	0.258257631411165	0.0530567426209052	306.436449804268	-0.0629196513440316	43.4228658110888	0.0906239274757011	0.0994444380359883	0.0292852961792566
HG00136	8.41670121452409	7.04699639060274	0.428060524401563	0.823811905101993	1.94606853193392	-0.0198298318701759	2182.04143345325	18.3242807823906	1.25349833478654	0.701757279360945	7.17471477068789	17.7033568519627	0.51928285968903	1.78237355865401	0.170673769239622	15.3976673697049	0.0405727043884461	0.679707734623962	1.05828158806982	0.10195011750894	0.0734146780832939	5.19952483312575	0.87769811755758	25.6046931852051	203.267537198196	26.3810613897719	6.57695760949482	42.1768409681112	1.32462371395494	3.32687953348881	153.961436337202	0.2031229319803	0.167814353379707	283.516804742032	0.302010515650705	32.1874490691624	-0.009346678780779	0.0809523526230253	0.0243090143186411
HG00137	7.95615949348897	9.90634118688157	0.391195553465236	0.819016861212984	2.16954396927294	-0.00382645519584607	2170.76451776162	10.5300215289051	1.67804797903788	1.09727890942381	8.63685715120453	18.6956818585619	0.430981726675965	5.41874250749261	0.108689002851482	15.1012343412876	0.112271478812338	0.431663041292305	0.927263564873655	0.0786848289654487	0.139235326759705	4.44515260126242	1.46367218690847	26.5692020374092	187.405654528645	33.2562834908912	11.5542964735027	43.6853235224289	2.46966639137273	5.43546831294172	-18.0708248982964	0.339845015570148	0.545132655551185	347.212736543861	0.119198432688402	32.0535027459732	0.110416153028639	0.00949864821667374	0.00302057661577077
HG00138	8.47344800193444	10.6135062137993	0.130509539524745	0.78090301347494	1.86766907767094	0.13102294200849	2068.8852866758	15.7732000518923	1.37921333247827	1.69042033395753	7.9694617755374	22.0283262783132	0.196691351428994	2.02068927959994	0.767649856115708	13.1706097646768	-0.00699229650014584	0.244969089898343	1.5004996708682	0.346165803925525	0.0524662627603934	5.16274080078417	0.950680415662264	23.6128817469832	209.347381019782	32.617882760622	5.96335984401066	50.3967477440913	1.58402290599516	5.5458967671481	128.431239540568	-0.0261744981023271	0.038445729925635	322.775180380609	0.29700194741394	32.064667617193	0.0821269452975834	0.074971186972565	0.00965743650931649
HG00139	7.41997249449699	8.41639352991085	1.28154342990609	0.615497012725896	2.43962424730385	0.285012141293873	1961.63677294752	17.7662698886207	1.93651600906413	0.954306030966229	8.59951569001337	15.8971759345247	0.361193782504919	2.61821595852066	0.0539158157314704	9.91426307491734	0.0535948895854633	0.475140232670119	0.821097061167409	0.147802900042886	0.00867674078084009	5.40401068349187	1.40671533155252	27.3595713936711	183.77902634226	25.9361023005229	7.21798286363492	49.9332901445857	1.02668610772457	4.69148990625849	159.826974452175	0.271712338005673	0.202824352438223	285.315535673227	0.108578556846798	37.7620841332481	0.0666122400191788	0.0502028619044037	0.00717833521069757
HG00141	9.35286549601375	9.39504528307692	1.13765529052727	0.345130150840985	1.81039618468037	0.0278401095369093	2009.59466120511	18.9354311601315	1.54769975920442	1.01179106738876	12.8722786381747	21.7116338619909	0.340498165945871	1.80258227122244	0.8324000004684	13.3790953032527	0.13911155275667	0.472981606409893	1.12158644938246	0.234695213828348	0.0398916352095632	7.5858445820361	2.53303327011926	27.6214374888622	188.101967401418	25.0080477347575	7.29011305226432	54.2408499078367	1.10302585160477	4.65863045690132	133.013439838728	0.414712887006327	0.129348947906487	335.85650971211	0.0583983838844761	47.5777523715775	-0.00707171633936209	0.03699670584673	0.0101615703725494
