ID	CSF1R	TIGD6	C1D	LARS2	KDSR	PLRG1
HG00118	0.246372862823102	1.95714259886611	19.5154544417539	9.31244684449621	7.96020260764569	44.1050149662286
HG00119	1.07231425756433	2.31191725567497	17.3146401775316	10.5391775808669	8.09896867617652	38.8463233470033
HG00120	0.534668723333401	2.92197515901502	14.8873521947084	10.3247083533063	9.4291852242033	33.1739071269015
HG00121	0.485099742871036	1.78621673257483	20.6253889551751	10.3891302979456	7.96305558258734	31.365692358125
HG00122	0.2024476889256	1.84847906344578	19.9168756801439	10.1414397984823	8.97390864185841	26.2677088952591
HG00123	0.486371046184701	2.09922562999189	14.1563870992473	10.2702506585903	8.1694755152685	44.1804090114519
HG00124	0.573017365230716	1.62649797104081	15.704340276424	8.57589047819016	9.67849239477404	39.729393971386
HG00125	0.178947624353935	1.65146166905591	13.6858958004395	7.43169840317846	4.73326857659834	25.5046996729954
HG00126	0.120356788569496	1.37107316034858	20.5345066177731	8.14198570837278	7.72817018818459	33.2003904523573
HG00127	0.125723518127132	1.89950908279904	16.4990815973447	8.09197107249599	7.92588491181765	29.4229424828179
HG00128	0.327774963323891	1.62459360826617	16.2814409243728	7.32028224608754	6.52753065555614	29.8260123686129
HG00129	0.221401406965582	2.03197937059551	21.0209218915661	14.9213677684967	9.34875435322398	28.303570060885
HG00130	0.337698541791698	1.7760363332451	21.8232150359011	7.17306891288636	8.3132199644809	36.1347424043773
HG00131	1.02288738974139	2.34097712990976	19.1692844059465	7.76585720788469	9.66809249084336	36.2633073496546
HG00132	0.354225006085156	1.77760416559076	18.6166523135476	9.44059518887995	7.98630872294747	42.4364679348449
HG00133	0.153119210517413	1.71287670020685	18.8324807890214	9.19855683460004	7.32875337055498	43.1885655069598
HG00134	0.306267694209156	1.81278921124084	17.8380411599046	9.09402707354328	7.02169154117098	40.5797655583847
HG00135	0.0842369146367794	1.77619380020375	17.552723117535	9.20536535791031	8.59621569806094	43.4228658110888
HG00136	0.428060524401563	1.94606853193392	17.7033568519627	7.04699639060274	8.41670121452409	32.1874490691624
HG00137	0.391195553465236	2.16954396927294	18.6956818585619	9.90634118688157	7.95615949348897	32.0535027459732
HG00138	0.130509539524745	1.86766907767094	22.0283262783132	10.6135062137993	8.47344800193444	32.064667617193
HG00139	1.28154342990609	2.43962424730385	15.8971759345247	8.41639352991085	7.41997249449699	37.7620841332481
HG00141	1.13765529052727	1.81039618468037	21.7116338619909	9.39504528307692	9.35286549601375	47.5777523715775
HG00142	0.372433349955033	2.26288931975339	9.94037098149743	9.79314369791537	7.91906658700894	41.0289360311434
HG00143	0.229116098844168	1.20155276844714	20.2685604360585	8.17752662568271	8.64672293606269	37.6102268648281
HG00145	0.338084853359094	1.81695372388952	21.1037966356856	8.04348152512386	7.91637581238047	33.4059029257135
HG00146	0.177309555141668	1.49999248393039	20.5333856470175	9.97345854194943	8.17401085894144	38.22678234126
HG00148	0.602139927448488	2.29822884230383	19.6851431061972	8.79037802895463	6.49122145388076	35.0901442200545
HG00149	0.0660877979873336	2.30632473998876	18.1002981507895	8.22037651762995	11.3251138731529	31.9015911575199
HG00150	0.390284494096629	1.70954183444905	17.0877101820978	11.5658852090194	7.7910178161124	22.0763740795434
HG00151	0.166300890626911	1.91155438984345	21.8707206664261	8.07331628234598	10.0172512193433	30.7167147502514
HG00152	0.263876251689346	2.58643803155776	17.9634414809321	9.12415931221542	7.83454366280849	32.5182019914714
HG00154	0.305946287607829	1.64304770378911	22.8980823231302	14.0307496978019	8.10938669817213	39.7025919420473
HG00155	0.282781350997695	1.84415039493081	21.2390906332233	8.94369519638874	7.5530940085519	30.7864419988415
HG00156	0.243416457221633	2.59540469718094	15.249476751882	9.90663804321829	6.71928115331803	33.6981807640188
HG00157	0.473832402371312	1.88552312910216	22.1409043445895	9.79201343821771	8.25063108598841	33.0772499148873
HG00158	0.16446060942916	2.07213406276398	19.1543830427805	11.0056209157867	7.57331951961013	44.1463544675268
HG00159	0.222368413525697	1.62803820115449	17.262161903457	6.42673289149608	7.42252300673148	34.4492371824395
HG00160	0.253282818027418	1.3948844546475	14.9360197082881	9.64332661778908	7.87595601109127	30.3982220929576
HG00171	0.228499096343161	1.85580803881545	22.7326886937249	8.38203315452635	7.3346059738726	42.0366924897719
HG00173	0.22999621780228	1.794511534289	16.2353824631263	7.02510726773701	7.77112025962316	27.0446171715031
HG00174	0.603617056836228	1.7923457850834	21.6540605496893	9.82142788493759	8.37287461676661	40.221836728593
HG00176	0.365010018583114	1.86021129816708	13.6491609701442	9.31938022090118	7.63792676654211	40.7201482148705
HG00177	0.263925344186817	1.86033339874475	16.218467996852	7.92416337762513	6.97588000540696	38.0718332544776
HG00178	0.373781782889154	1.84786053796238	16.8610704001397	9.1616727609282	8.31728423806394	42.5263817563171
HG00179	0.307637091607813	1.59966038539214	16.0342262685383	10.4601737102512	9.00442202550431	38.0156232849872
HG00180	0.350556214881494	2.40310729044201	19.7761289451362	9.9192042418149	7.47696904529216	31.8403544987119
HG00181	0.431643616947266	1.50018465658882	16.8645114182737	11.4661543321278	5.56477296753974	38.9034040257171
HG00182	0.225171949439886	2.15940608446076	20.9049959166426	9.12356618514772	8.4687155151627	28.268537100221
HG00183	0.663578089688438	1.7152317468716	25.2857944912398	9.0993339826512	8.15617867089584	38.0207562097184
HG00185	0.235515408914104	2.12624875777903	17.23632466615	10.169324432174	7.83616032494118	34.1704192452924
HG00186	0.356448081922642	1.40134777268738	23.4185265674998	7.65563680574432	8.02156714921636	31.177080288496
HG00187	0.450993905270101	2.49776983199414	21.8187653263965	10.4189958578539	7.08881129147804	31.6992900972554
HG00188	0.349421988827107	1.86116485854787	14.2748479508223	10.0233375226425	7.74609864742245	32.6448137336801
HG00189	0.223793724948207	2.20931262415098	23.4082373113768	9.9157318928161	9.55002392568562	31.8920450431635
HG00231	0.258145048245862	1.85878400718381	15.8845345899157	7.99896950982811	6.17189240706174	31.6895782421451
HG00232	0.28142078051048	2.75980757265609	19.8140134210735	9.67292019626238	8.95119893858775	35.4032085344281
HG00233	0.373666355698897	1.31407336815992	18.7138529629425	8.27430230726955	9.07664932604547	41.0176859658049
HG00234	0.215245070999307	2.01549881208412	18.7147232835497	8.31317489272516	7.99093987711438	26.076850006871
HG00235	0.310524252528601	1.37438750129773	17.2033596238744	10.0021815901673	7.34476733162363	32.939406372901
HG00236	0.42081205767777	1.96653513485444	19.2511637513093	10.6391631216595	8.50322985166786	34.6981919483185
HG00238	0.219481906766506	2.22303082077496	23.3906394408517	11.1691140809852	7.73547380867581	28.8072757200423
HG00239	0.193791540351133	1.77342422391216	18.4541950710516	8.35507046341422	7.3358244734256	36.4434220522045
HG00240	0.0235240826235114	2.31287448993928	18.769607100575	8.54569838762807	7.68843643371278	39.2120747937778
HG00242	0.31884360838613	1.46018696194585	20.8844714569995	8.64101178696828	9.54768632279618	32.0722545801457
HG00243	0.46394515311592	1.87505294290825	14.854415130226	10.0567090955351	9.59587398661744	30.9830904754196
HG00244	0.426606377227891	1.95685511177651	28.9085513910436	10.7508117000965	7.82679919466878	34.4972992012396
HG00245	0.229647219079443	1.83061749283665	19.6229567544307	11.0630373613193	7.58724686736089	42.1320625026624
HG00246	0.360160922302227	2.16828714452059	19.9484283846464	8.76763254055019	8.75435810589237	36.2221202055343
HG00247	0.198370829783433	1.78656600817597	15.8210858160433	9.22548964964031	9.0717386041819	36.8722054897755
HG00249	0.581056672608095	2.7252639795362	18.654922216111	11.9997995513946	7.49973091237075	32.7645044731441
HG00250	0.32213890534544	1.57267291580514	18.6874455807573	8.79207948178304	8.31607451572973	33.9140910813292
HG00251	0.202303868599624	2.01804353873347	20.779737873676	9.35204028445952	8.19314041997435	26.8381285949719
HG00252	0.547204606762861	2.16454882430715	20.7224558213998	8.10098454525103	7.89472715066987	33.7455343916621
HG00253	0.173387505579732	2.24333996131903	24.9659494344349	9.56632621160288	8.40455200722961	37.5883203068046
HG00255	0.287469762713394	1.32187694670498	19.2028012379991	7.99489436037595	6.6673150935051	40.7482622168565
HG00256	0.337190345340174	2.2375826977329	15.1526964578246	8.68803138986985	6.03564645912959	37.0013799730824
HG00257	0.619657052853062	2.30513743636622	17.2728674041144	10.5877923076068	8.30295633241463	39.1808297887916
HG00258	0.244732122276453	1.65189367965705	17.9384729249114	9.05741299827557	7.2066542798146	34.9067966808549
HG00259	0.285634075796424	2.00260396204686	17.5435058699457	11.0257013681504	7.34250829087642	38.5335978423856
HG00260	0.250006867715822	1.4028865511224	22.5880240386437	9.54461147548401	5.84364917563822	43.6324284667942
HG00261	0.0880841171186862	1.76188757007523	18.2966193370731	9.28546107094778	7.50913795930082	32.9014760088595
HG00262	0.0457035894000686	2.01109225621877	16.4535543148442	8.13686582011597	7.51782429271907	28.8243575837602
HG00263	0.242626071016574	1.93819600775051	15.7022110195793	9.15095892351087	7.26108605152423	44.1363297777671
HG00264	0.223662541811628	1.30168389411779	23.3464159626857	9.48054238552807	9.01969659904137	23.606237173712
HG00265	0.730632241368137	2.08373001169813	29.120985001619	8.85534305272438	9.2781293088888	36.9775250625667
HG00266	0.331123143369668	2.27279963811155	22.5656367857663	9.69904055298076	7.36223642404717	31.5100874100738
HG00267	0.298576763824168	1.64179229549547	20.77894550001	13.3203343871302	8.33770191220205	39.0008236037632
HG00268	0.412200919181707	1.77602208228645	20.1513823352064	10.3613466788764	8.22365087362281	29.0511071557163
HG00269	0.20217155507057	2.05303983582551	10.6472847929703	8.75333264751539	6.36397156565789	34.0475135373725
HG00271	0.0731591943416281	1.69794165894515	20.2383113315701	10.8165024024586	7.52181207722114	37.0620131386914
HG00272	0.268292714829072	2.51842637809107	17.9615306552531	7.81064983191304	7.78157225808103	43.0366277263693
HG00273	0.243085045974348	1.87969560300641	12.5182586766341	10.4162995393695	6.80950599131911	22.1135104479209
HG00274	0.281690340011054	1.96131792702244	20.6847006076311	9.22578647998394	7.52638671917033	35.1683191665104
HG00275	0.298970202530252	2.04086034987887	20.287727182195	11.2757009092265	8.02025703670761	44.9313595093692
HG00276	0.274571821458188	2.18250884400107	20.9370516839364	10.723003561774	8.25371525135657	33.8618567742433
HG00277	0.353074981988825	1.9200158418	19.0402655191466	9.58260401744962	7.60624788526257	34.3312109993676
HG00278	0.423136651766685	2.06155626768994	24.8995723885873	11.1711167670981	8.20943483098209	40.0898587027274
HG00280	0.223036721785566	1.78296276988047	15.7367631802418	7.81921265023909	6.9594395954041	36.0335841662831
HG00281	0.203648902868695	1.74163695780079	20.5612830974214	8.9041103929683	8.45609846811361	32.0431126480877
HG00282	0.113934460902632	2.05690850436946	17.5079266339862	9.98292974403638	9.55231401575703	35.4299519988359
HG00284	0.230867143985626	1.58832312711303	18.8124930721305	8.95207701989831	8.1586410277877	41.2539542836045
HG00285	0.402736489359898	1.66758317493793	19.6254916642751	12.2260895455426	8.03063174568157	37.4803324073666
HG00306	0.0474912900588561	2.1403421337222	20.3342780936104	9.35436537642685	7.93806190300029	38.3504160535701
HG00308	0.18462653248491	1.74043111517293	19.0162089923085	10.799122635079	8.90134682294363	44.6246023297903
HG00309	0.0296706868655325	1.88184352941304	15.2177577466615	9.0583082643128	8.24934658138578	34.2058355399703
HG00310	0.334067290129071	1.71173740040365	17.0755380570913	8.51441145669211	7.38748295052574	47.100503656257
HG00311	0.218018808554089	1.59246619521785	16.8667548625446	8.98631654695538	8.55297245640082	34.5510679459741
HG00312	0.191782067596622	1.91539758408189	18.0966395917034	9.53965706813671	7.00032204004917	25.6370557548365
HG00313	0.030973471483318	1.53899135845168	21.2554017449027	11.7803709255561	8.59062099538675	36.5113077477618
HG00315	0.179530195545639	2.02697413979206	13.7710860613124	7.99858794007118	7.04986279082835	37.6299656305608
HG00319	0.264357191162978	2.14600003518774	13.4026536841895	9.34206529388195	7.84101819955722	37.6670146604512
HG00320	0.191303348916458	2.01515288619792	16.9551182195182	8.62724978964243	8.23602737298971	31.1029803282167
HG00321	-0.116869043166974	1.55180603950707	19.7647538835616	11.698552422838	5.87469378557482	36.8914219984534
HG00323	0.25717899410261	1.51320560788325	16.3033632403074	10.3788410991522	7.71083153729297	35.2669953319991
HG00324	0.264082904271605	1.5831039356271	17.8272302716992	9.52545144928998	8.32335526465874	29.7468746553011
HG00325	0.171051261624872	1.96555964156277	18.8017563586397	9.94218992426556	8.26211363826728	36.2667228992197
HG00326	0.0231228250495551	2.30682091546729	16.9892447850387	9.96194905561038	6.4951364475006	35.0084704718822
HG00327	0.173716076597173	1.8963310307948	19.8317356951175	7.17601394221562	9.81064117214574	40.7470893942301
HG00328	0.0467317932872152	1.99363662365294	16.7903602516962	9.76816011372773	6.46386496558047	29.8363102260409
HG00329	0.0757722989052059	1.04136848923828	9.84669513924024	4.658196066878	4.4530181564651	15.1860276367979
HG00330	0.138871232085033	1.40318310337592	19.3927072016303	8.05322000536564	6.92455127914301	35.4869707581917
HG00331	0.30487385766737	1.76852595882095	16.7238410681547	7.71382130073068	8.75151688328335	28.9406508366504
HG00332	0.551971479110632	1.74143155718326	24.344803030073	10.5343410507202	11.1478208100887	41.0501711032756
HG00334	0.458785981460055	2.41963839202459	13.9381167858869	9.76331061795126	6.21203080076477	31.8929247073509
HG00335	0.653587718174305	1.67085619897219	17.8993231585917	8.78906084437818	7.72842290615657	27.9314630507954
HG00336	0.194780750392684	1.39964491107972	23.2781839984003	8.96626406786539	7.09475966232965	33.1714894919014
HG00337	0.371613203799938	1.97750215072031	28.6047514539134	9.86123234847641	8.81522776956084	38.022043835222
HG00338	0.0816056368802005	2.48026988203379	15.3302713608777	10.311222456122	8.47909126354526	37.6038014276951
HG00339	0.271042170435813	2.490927788916	14.3734124347191	9.62256298438342	6.08854510733763	30.1136091790195
HG00341	0.128487542307348	1.75671287728363	19.4776197372587	8.10581432001996	8.29553113208655	34.6436496694691
HG00342	0.11244711726977	2.29181611372401	19.5076053352441	9.55237498274921	7.74192727190591	33.2790316456157
HG00343	0.259975919306792	1.98090590072989	19.7045032105935	9.38190467361088	6.83113659556029	34.1869923632302
HG00344	0.459038488714008	1.37643777798691	20.0185815991576	11.9746136779491	8.32156887826646	20.2916061471755
HG00345	0.38129186134132	1.95472252766128	25.195608292063	10.3415285178613	9.9230006763575	39.4794723488855
HG00346	0.0428097248739177	1.86178434240156	20.1934970305233	7.41990056813946	9.94550050020509	37.6158140199661
HG00349	0.404583284402762	2.23983003700095	24.7186778952564	9.43645443819934	7.79588568740669	48.4609750100722
HG00350	0.190293635161266	2.14253025797985	22.6993348811472	10.6860710081411	7.38892806418313	43.2377848342819
HG00351	0.409152860121784	1.7049006696122	19.3372941916678	8.67008195096152	8.51006434368838	38.9230702103124
HG00353	0.229704888286436	1.45563580375779	20.4382358641136	9.11289317173598	6.62640125304465	33.839118370251
HG00355	0.23456597271315	1.76642938306183	18.2862396800986	10.5677643321967	6.9506243752366	38.6555234216866
HG00356	0.312885518330853	1.95216869048937	14.1783740518155	10.7612160287321	7.20529899325754	37.0364877302596
HG00358	0.258557164589849	1.28649731857619	16.5475391682083	8.59937237020671	5.77176055138051	29.8933046570919
HG00359	0.505944070511629	2.11582402508192	17.6026947189906	10.4650006464061	6.75067998112239	34.5103886935642
HG00360	0.280444120583195	2.99502136567205	12.9544084828725	10.2005695656496	8.67807854702833	43.2858098548652
HG00361	0.138295493525788	1.73155579294156	12.4363997076574	9.93460165861328	6.97433004700544	31.3207705192141
HG00362	0.197885891039115	2.1450248213048	23.8502186767216	9.84039094940479	6.90739949856802	31.872869831365
HG00364	0.499032247883788	1.75926389165102	20.4373937613682	9.13044072036188	6.72729709153029	29.615005779722
HG00365	0.109397106170673	2.20856328114614	16.2908779058233	9.29382676912162	7.68889581133096	33.4868197145741
HG00366	0.130705959395073	2.33074626711178	11.5642484091706	11.9620892093618	8.46731236258206	30.934269953758
HG00367	0.394283118595658	1.95689657081888	19.7653326062663	8.68142809135862	7.22488551041128	36.0200692042718
HG00369	0.222289810240026	1.65758327977806	21.2217157961994	10.340983885023	6.85799304832972	29.3972388709351
HG00371	0.332481645170821	2.38871589517509	21.4088621067911	12.1022451624223	8.48724666601071	36.2567800134826
HG00372	0.0972414658264304	2.76366515387384	15.189627286729	12.5317810293256	7.75816079571671	35.6455320330333
HG00373	0.116513245855778	1.88378226384944	15.9072528411968	9.57500970404162	7.07058504513483	34.2714352683939
HG00375	0.233238217110397	2.35301572602804	21.4733953917002	10.4769907019969	6.71502949332124	49.2397120922304
HG00376	0.0982386370691847	1.78289294010276	20.6512188947914	12.4550402831621	6.13909237153999	39.1653826520514
HG00377	0.280577655316872	1.81638220147963	20.0699432132036	9.45251214870864	5.67626222958622	41.7236222924268
HG00378	0.373198460191205	1.79158646675326	19.0311975418788	9.50003936791163	8.44224811351111	38.3618089064216
HG00379	0.215096977850788	1.58468751405444	21.1561309137062	8.97858139336069	8.19979468989082	29.2760141846339
HG00380	0.51360310100724	1.95200301327897	20.8443209580857	9.31006192321762	7.78275715725613	32.9064460985879
HG00381	0.142490051578658	2.06987165693599	16.9712607865176	9.27376572661387	7.2520005520432	33.8705578772246
HG00382	0.16355405429694	2.58104364870864	19.7420945430385	13.0948718195278	8.03491277202582	40.8079877055945
HG00383	0.0883250209850818	1.7869368380129	18.8517454443735	9.66664679959718	8.32705480750947	37.5643815248871
HG00384	0.0767069627475485	1.66139474188047	16.6653217684192	10.4163716761264	6.77133644071631	38.5987052843896
HG01334	0.355286441243194	2.40964800793597	26.2274332254478	9.88856626513673	7.88021548649516	23.947634243723
HG01789	0.272506854272425	1.90094245786022	12.0461299594253	9.53002824530829	7.56662315923809	42.283269359923
HG01790	-0.000717710887590595	1.27838692631279	23.8986165136214	8.74569339306137	8.86244729180995	38.3717638487684
HG01791	0.201640380585431	2.30259937633703	19.2301657585021	10.8807213591771	7.59907822464416	36.3932037051101
HG02215	0.11279928340601	2.44767739325104	21.4674880419666	9.81434671126806	7.51986589226179	43.3714061168765
NA06984	0.602791186974815	2.80444595992039	18.1477065287831	10.4019407599231	7.30532658939705	38.818048796759
NA06985	0.0846453795831456	1.90075067323868	18.1852438486545	8.62433079160245	7.88438732705906	32.1589937117273
NA06986	-0.0556048693430614	1.77188825557776	14.6431485033017	8.04553048296285	10.061719961994	33.8964702578363
NA06989	-0.0616216163115217	2.01736548646268	16.8268235045285	9.62257273305313	5.39486123979069	33.0556106226806
NA06994	0.241897569645432	2.11180709521299	16.0148730653473	8.56832477836683	8.01205966661975	36.7847120859053
NA07037	0.140368153047209	2.3459648162318	20.4580751816615	10.3299009173238	5.55722025061624	39.3225009468449
NA07048	0.530591112958117	2.14383176448781	23.9705704996251	8.21763860538449	8.05237715818462	39.6214443192508
NA07051	0.259810393639359	1.61894539798402	23.4861934954907	9.71432245125998	7.31577620111342	28.3758522756148
NA07056	0.342109683822638	1.72680999085296	16.8032351595904	10.0793877254591	7.66824461645365	31.9774763643953
NA07346	0.273366095906104	2.54373865041473	15.7778277288413	9.60756380324833	5.76300868268957	46.0275132933293
NA07347	0.140612063292235	2.07493097640437	17.8611572435163	11.1426060054502	7.12164595348919	39.57689321318
NA07357	0.545654795041202	2.58896099865986	20.4117431468905	10.7071586508755	8.06954104828507	36.2980879989588
NA10847	0.78157927786184	1.94366350345198	16.940630940767	7.75910824077929	9.53834396549454	39.3979430926072
NA10851	0.195690662916727	1.52823786904312	23.1215219512536	9.09179083667775	7.72976046263676	41.3592382840584
NA11829	-0.0415631448898755	1.73249043118118	21.5779322012228	9.04379234241507	7.63129422424719	32.0475590498864
NA11830	0.0709747417808574	1.96877381060719	20.7750219831781	8.73783702826386	5.7605572745912	46.7839061624105
NA11831	-0.015154405353854	1.60009405965015	20.5880379372884	9.70639143068519	6.86125187208623	30.3229586598658
NA11832	0.249444861546938	1.97886510596028	14.7470006578645	9.71682883007831	5.23300667830165	38.9781852554438
NA11840	0.0751507831863692	2.12228377619849	17.5154491623197	9.09955092899447	6.59576813684043	31.4634997843036
NA11843	0.239701634726129	1.74582200614997	22.3101064857823	9.26780182832333	7.94860441805753	42.3282484995511
NA11881	0.0198719656769383	2.29475501723292	19.3752012959331	8.72596518251026	6.83492761173034	37.7044087183374
NA11892	0.226751004799701	2.11235840737018	17.0942070379869	8.37629522869293	8.10752014720215	38.0155586766701
NA11893	-0.00965531442068412	1.96805992177091	16.6613184654718	8.91319056479949	5.75890004382802	34.410320616519
NA11894	0.0419525675856812	2.16853399572327	20.8261126718001	10.4184148956771	8.6081303744643	34.6305156224398
NA11918	0.218370867496098	2.02490006518562	20.8545739637866	8.17612995588017	6.4113082320768	40.7353003378999
NA11920	0.217514388060876	1.92847258715619	14.2171060305013	11.4395957932626	9.25169983178949	43.1368236842728
NA11930	0.181505496115522	1.8551424132252	16.7683726425973	6.08286603688907	7.32009837151435	39.5843622057491
NA11931	0.142652616983007	2.03353258673788	19.5205984674011	11.4236097546195	6.64497038612337	41.8876405402218
NA11992	0.056779008075273	1.89989544421026	22.1528009284431	8.53320357566463	7.09211717110075	49.1105614468061
NA11993	0.135309464198687	1.7130442831499	19.8352520415121	9.20525789589647	5.92627530053386	37.4027433100788
NA11994	0.0540332860437773	2.2866836702462	20.2266557822606	7.69130252763686	8.20409669797749	24.259259835184
NA11995	0.163217701984501	1.66025428674531	21.200241950033	6.96456453768215	9.00670725329683	32.067434039481
NA12004	0.245714110139125	1.74600696992694	12.9473584419024	6.6750716562632	6.28642436782429	22.9533486650977
NA12005	0.230143211106265	1.53782547076122	23.792994066957	10.7007577299418	10.6226965060553	41.6183829423817
NA12006	0.241682213913984	2.03271792319588	18.3853215447569	8.03398069821581	5.23507989791649	44.1286860134838
NA12043	0.186277763261961	1.7490210671678	20.5616592070552	8.42205717616463	7.92367238764216	29.8925452755081
NA12044	0.491408657505423	2.0911371578228	19.8661951187048	15.7582783043812	6.34167161252314	30.5392884570903
NA12045	0.0992632551503393	2.1061584488029	17.6332728196237	11.7006245427641	5.90999976758069	32.0818028284476
NA12058	0.816196071520805	1.82138204374903	20.32222280528	11.4180915627311	6.7494330055098	47.4047143668152
NA12144	0.293565541627684	1.82806809247689	13.3641722129328	12.0484246270855	6.83132018984136	33.7674640084495
NA12154	0.0919224733500419	2.32151178015622	19.1688737819597	9.23479778714715	9.71040606019472	28.4709926301624
NA12155	0.183622518189145	1.9152745004955	26.8126042701211	8.67015455727027	6.11002807678299	33.2882475511233
NA12156	0.393330045287119	2.31930147948073	16.4970125531656	10.738581330825	6.58403350467287	37.8764724730471
NA12234	0.0354440905372467	1.68541047287241	15.4739394046871	7.15566873519957	5.95485102506092	33.2245855018018
NA12249	0.166956094994499	1.37188656760824	15.718604055716	7.10908975600218	10.076706028014	34.111796940224
NA12272	0.174994569518739	2.1489085211202	19.3760979455796	16.0794166101326	8.10286400054777	25.2273240584993
NA12273	0.122904000153344	2.13885676730631	16.5347757743818	8.54262959051722	7.43467655302541	30.8443826862197
NA12275	0.227763596902515	2.2559345674563	22.7799430456587	7.81977272566778	6.97577796129114	36.5860478964509
NA12282	0.228032483934742	2.46005198852261	16.6230772183298	8.8609174568423	8.0303809582954	35.9870169433357
NA12283	0.115721991866007	1.63095689613207	19.9972600831186	10.0663427379209	8.1984637343928	37.4679676203515
NA12286	0.584310906607544	1.8708191740394	14.7513176020378	7.47873629749373	9.75132152083657	38.2596367364586
NA12287	0.0389334418639458	1.48635232810161	18.7792230303922	9.34983145150567	8.4505030655121	35.4813798663728
NA12340	0.0987759915654945	2.03247137606182	16.2521154757617	9.57338063089808	6.42821103772811	36.4233355046312
NA12341	0.297984153149133	1.49000305399126	21.1213949999648	10.8893918186367	5.63054502279477	35.6641218096896
NA12342	0.426483206278315	2.00396910242169	18.6272495288341	12.1777091354994	6.47763725296744	36.7445094021129
NA12347	0.479612979085044	1.56578326661579	18.464918852889	7.81702670235089	9.1774340887235	37.4417099078716
NA12348	0.257920899002284	1.75808394232497	22.6390605462327	10.7141328888333	7.00009072362323	49.2841725840424
NA12383	0.205603959860588	1.78508908875455	18.1924219267242	9.57134509060157	7.03623534385098	34.7280490919552
NA12399	-0.0106740654012095	1.10671354695596	17.6991045347445	7.43449045872778	7.24034287324711	27.3402223661053
NA12400	0.202257178211267	2.10844724104142	15.4433417623414	11.4629958249948	7.54648775196512	29.1257192869762
NA12413	0.107406504656174	2.45923912631844	18.146511357414	9.54752112253573	7.15388524795386	35.4902081381952
NA12489	0.397462703117457	1.6252108586644	18.6639385718547	7.18097799130425	7.16471771815008	41.8407759134856
NA12546	0.258603776930482	1.71785337053861	18.5253597926116	9.80305541777508	6.94687986944013	30.5400160812553
NA12716	0.675853032217471	1.37731423994542	11.1725879856338	8.24840641761891	6.42772149188076	41.0530504537914
NA12717	0.383042598193656	2.22947980566974	25.3207033756268	8.85108109271883	7.6986780961626	36.5798799065331
NA12718	0.115090541940963	2.2912962154843	19.9942536301937	10.4752153589266	6.29338591973131	30.9201998315693
NA12749	0.0656497634810539	2.53592010940122	16.9931620604127	10.0126002291723	9.1019473978591	33.5546673202301
NA12750	0.117735676485431	1.11137922323761	18.0841096049255	8.77258533870716	7.83703527801929	33.5636497655064
NA12751	0.0744946398089819	2.04469007381815	15.3566630438746	11.2633981605493	6.17111707551466	46.574764118852
NA12760	0.0341204855355163	1.39326073186174	23.3545306824555	11.411981082654	7.19296750655554	39.9992110960965
NA12761	-0.0136634030774399	1.69125294904048	20.7877440883787	9.38406970459785	6.34494908169948	32.3583265346679
NA12762	-0.0552989646513926	1.84979095090593	15.6719932415014	9.91489364916635	6.55844533306937	33.2606546089914
NA12763	-0.00924322151940588	1.73832146618597	17.9458534255633	9.06628855666963	6.36085619273933	27.4557269125036
NA12775	0.0792904714463715	1.66335901105259	15.5321578406378	6.87085018901279	8.0118410198287	31.2904545291803
