ID	KDSR	LARS2	CSF1R
HG00171	7.3346059738726	8.38203315452635	0.228499096343161
HG00173	7.77112025962316	7.02510726773701	0.22999621780228
HG00174	8.37287461676661	9.82142788493759	0.603617056836228
HG00176	7.63792676654211	9.31938022090118	0.365010018583114
HG00177	6.97588000540696	7.92416337762513	0.263925344186817
HG00178	8.31728423806394	9.1616727609282	0.373781782889154
HG00179	9.00442202550431	10.4601737102512	0.307637091607813
HG00180	7.47696904529216	9.9192042418149	0.350556214881494
HG00181	5.56477296753974	11.4661543321278	0.431643616947266
HG00182	8.4687155151627	9.12356618514772	0.225171949439886
HG00183	8.15617867089584	9.0993339826512	0.663578089688438
HG00185	7.83616032494118	10.169324432174	0.235515408914104
HG00186	8.02156714921636	7.65563680574432	0.356448081922642
HG00187	7.08881129147804	10.4189958578539	0.450993905270101
HG00188	7.74609864742245	10.0233375226425	0.349421988827107
HG00189	9.55002392568562	9.9157318928161	0.223793724948207
HG00231	6.17189240706174	7.99896950982811	0.258145048245862
HG00232	8.95119893858775	9.67292019626238	0.28142078051048
HG00233	9.07664932604547	8.27430230726955	0.373666355698897
HG00234	7.99093987711438	8.31317489272516	0.215245070999307
HG00235	7.34476733162363	10.0021815901673	0.310524252528601
HG00236	8.50322985166786	10.6391631216595	0.42081205767777
HG00238	7.73547380867581	11.1691140809852	0.219481906766506
HG00239	7.3358244734256	8.35507046341422	0.193791540351133
HG00240	7.68843643371278	8.54569838762807	0.0235240826235114
HG00242	9.54768632279618	8.64101178696828	0.31884360838613
HG00243	9.59587398661744	10.0567090955351	0.46394515311592
HG00244	7.82679919466878	10.7508117000965	0.426606377227891
HG00245	7.58724686736089	11.0630373613193	0.229647219079443
HG00246	8.75435810589237	8.76763254055019	0.360160922302227
HG00247	9.0717386041819	9.22548964964031	0.198370829783433
HG00249	7.49973091237075	11.9997995513946	0.581056672608095
HG00250	8.31607451572973	8.79207948178304	0.32213890534544
HG00251	8.19314041997435	9.35204028445952	0.202303868599624
HG00252	7.89472715066987	8.10098454525103	0.547204606762861
HG00253	8.40455200722961	9.56632621160288	0.173387505579732
HG00255	6.6673150935051	7.99489436037595	0.287469762713394
HG00256	6.03564645912959	8.68803138986985	0.337190345340174
HG00257	8.30295633241463	10.5877923076068	0.619657052853062
HG00258	7.2066542798146	9.05741299827557	0.244732122276453
HG00259	7.34250829087642	11.0257013681504	0.285634075796424
HG00260	5.84364917563822	9.54461147548401	0.250006867715822
HG00261	7.50913795930082	9.28546107094778	0.0880841171186862
HG00262	7.51782429271907	8.13686582011597	0.0457035894000686
HG00263	7.26108605152423	9.15095892351087	0.242626071016574
HG00264	9.01969659904137	9.48054238552807	0.223662541811628
HG00265	9.2781293088888	8.85534305272438	0.730632241368137
HG00266	7.36223642404717	9.69904055298076	0.331123143369668
HG00267	8.33770191220205	13.3203343871302	0.298576763824168
HG00268	8.22365087362281	10.3613466788764	0.412200919181707
HG00269	6.36397156565789	8.75333264751539	0.20217155507057
HG00271	7.52181207722114	10.8165024024586	0.0731591943416281
HG00272	7.78157225808103	7.81064983191304	0.268292714829072
HG00273	6.80950599131911	10.4162995393695	0.243085045974348
HG00274	7.52638671917033	9.22578647998394	0.281690340011054
HG00275	8.02025703670761	11.2757009092265	0.298970202530252
HG00276	8.25371525135657	10.723003561774	0.274571821458188
HG00277	7.60624788526257	9.58260401744962	0.353074981988825
HG00278	8.20943483098209	11.1711167670981	0.423136651766685
HG00280	6.9594395954041	7.81921265023909	0.223036721785566
HG00281	8.45609846811361	8.9041103929683	0.203648902868695
HG00282	9.55231401575703	9.98292974403638	0.113934460902632
HG00284	8.1586410277877	8.95207701989831	0.230867143985626
HG00285	8.03063174568157	12.2260895455426	0.402736489359898
HG00306	7.93806190300029	9.35436537642685	0.0474912900588561
HG00308	8.90134682294363	10.799122635079	0.18462653248491
HG00309	8.24934658138578	9.0583082643128	0.0296706868655325
HG00310	7.38748295052574	8.51441145669211	0.334067290129071
HG00311	8.55297245640082	8.98631654695538	0.218018808554089
HG00312	7.00032204004917	9.53965706813671	0.191782067596622
HG00313	8.59062099538675	11.7803709255561	0.030973471483318
HG00315	7.04986279082835	7.99858794007118	0.179530195545639
HG00319	7.84101819955722	9.34206529388195	0.264357191162978
HG00320	8.23602737298971	8.62724978964243	0.191303348916458
HG00321	5.87469378557482	11.698552422838	-0.116869043166974
HG00323	7.71083153729297	10.3788410991522	0.25717899410261
HG00324	8.32335526465874	9.52545144928998	0.264082904271605
HG00325	8.26211363826728	9.94218992426556	0.171051261624872
HG00326	6.4951364475006	9.96194905561038	0.0231228250495551
HG00327	9.81064117214574	7.17601394221562	0.173716076597173
HG00328	6.46386496558047	9.76816011372773	0.0467317932872152
HG00329	4.4530181564651	4.658196066878	0.0757722989052059
HG00330	6.92455127914301	8.05322000536564	0.138871232085033
HG00331	8.75151688328335	7.71382130073068	0.30487385766737
HG00332	11.1478208100887	10.5343410507202	0.551971479110632
HG00334	6.21203080076477	9.76331061795126	0.458785981460055
HG00335	7.72842290615657	8.78906084437818	0.653587718174305
HG00336	7.09475966232965	8.96626406786539	0.194780750392684
HG00337	8.81522776956084	9.86123234847641	0.371613203799938
HG00338	8.47909126354526	10.311222456122	0.0816056368802005
HG00339	6.08854510733763	9.62256298438342	0.271042170435813
HG00341	8.29553113208655	8.10581432001996	0.128487542307348
HG00342	7.74192727190591	9.55237498274921	0.11244711726977
HG00343	6.83113659556029	9.38190467361088	0.259975919306792
HG00344	8.32156887826646	11.9746136779491	0.459038488714008
HG00345	9.9230006763575	10.3415285178613	0.38129186134132
HG00346	9.94550050020509	7.41990056813946	0.0428097248739177
HG00349	7.79588568740669	9.43645443819934	0.404583284402762
HG00350	7.38892806418313	10.6860710081411	0.190293635161266
HG00351	8.51006434368838	8.67008195096152	0.409152860121784
HG00353	6.62640125304465	9.11289317173598	0.229704888286436
HG00355	6.9506243752366	10.5677643321967	0.23456597271315
HG00356	7.20529899325754	10.7612160287321	0.312885518330853
HG00358	5.77176055138051	8.59937237020671	0.258557164589849
HG00359	6.75067998112239	10.4650006464061	0.505944070511629
HG00360	8.67807854702833	10.2005695656496	0.280444120583195
HG00361	6.97433004700544	9.93460165861328	0.138295493525788
HG00362	6.90739949856802	9.84039094940479	0.197885891039115
HG00364	6.72729709153029	9.13044072036188	0.499032247883788
HG00365	7.68889581133096	9.29382676912162	0.109397106170673
HG00366	8.46731236258206	11.9620892093618	0.130705959395073
HG00367	7.22488551041128	8.68142809135862	0.394283118595658
HG00369	6.85799304832972	10.340983885023	0.222289810240026
HG00371	8.48724666601071	12.1022451624223	0.332481645170821
HG00372	7.75816079571671	12.5317810293256	0.0972414658264304
HG00373	7.07058504513483	9.57500970404162	0.116513245855778
HG00375	6.71502949332124	10.4769907019969	0.233238217110397
HG00376	6.13909237153999	12.4550402831621	0.0982386370691847
HG00377	5.67626222958622	9.45251214870864	0.280577655316872
HG00378	8.44224811351111	9.50003936791163	0.373198460191205
HG00379	8.19979468989082	8.97858139336069	0.215096977850788
HG00380	7.78275715725613	9.31006192321762	0.51360310100724
HG00381	7.2520005520432	9.27376572661387	0.142490051578658
HG00382	8.03491277202582	13.0948718195278	0.16355405429694
HG00383	8.32705480750947	9.66664679959718	0.0883250209850818
HG00384	6.77133644071631	10.4163716761264	0.0767069627475485
HG01334	7.88021548649516	9.88856626513673	0.355286441243194
HG01789	7.56662315923809	9.53002824530829	0.272506854272425
HG01790	8.86244729180995	8.74569339306137	-0.000717710887590595
HG01791	7.59907822464416	10.8807213591771	0.201640380585431
HG02215	7.51986589226179	9.81434671126806	0.11279928340601
NA06984	7.30532658939705	10.4019407599231	0.602791186974815
NA06985	7.88438732705906	8.62433079160245	0.0846453795831456
NA06986	10.061719961994	8.04553048296285	-0.0556048693430614
NA06989	5.39486123979069	9.62257273305313	-0.0616216163115217
NA06994	8.01205966661975	8.56832477836683	0.241897569645432
NA07037	5.55722025061624	10.3299009173238	0.140368153047209
NA07048	8.05237715818462	8.21763860538449	0.530591112958117
NA07051	7.31577620111342	9.71432245125998	0.259810393639359
NA07056	7.66824461645365	10.0793877254591	0.342109683822638
NA07346	5.76300868268957	9.60756380324833	0.273366095906104
NA07347	7.12164595348919	11.1426060054502	0.140612063292235
NA07357	8.06954104828507	10.7071586508755	0.545654795041202
NA10847	9.53834396549454	7.75910824077929	0.78157927786184
NA10851	7.72976046263676	9.09179083667775	0.195690662916727
NA11829	7.63129422424719	9.04379234241507	-0.0415631448898755
NA11830	5.7605572745912	8.73783702826386	0.0709747417808574
NA11831	6.86125187208623	9.70639143068519	-0.015154405353854
NA11832	5.23300667830165	9.71682883007831	0.249444861546938
NA11840	6.59576813684043	9.09955092899447	0.0751507831863692
NA11843	7.94860441805753	9.26780182832333	0.239701634726129
NA11881	6.83492761173034	8.72596518251026	0.0198719656769383
NA11892	8.10752014720215	8.37629522869293	0.226751004799701
NA11893	5.75890004382802	8.91319056479949	-0.00965531442068412
NA11894	8.6081303744643	10.4184148956771	0.0419525675856812
NA11918	6.4113082320768	8.17612995588017	0.218370867496098
NA11920	9.25169983178949	11.4395957932626	0.217514388060876
NA11930	7.32009837151435	6.08286603688907	0.181505496115522
NA11931	6.64497038612337	11.4236097546195	0.142652616983007
NA11992	7.09211717110075	8.53320357566463	0.056779008075273
NA11993	5.92627530053386	9.20525789589647	0.135309464198687
NA11994	8.20409669797749	7.69130252763686	0.0540332860437773
NA11995	9.00670725329683	6.96456453768215	0.163217701984501
NA12004	6.28642436782429	6.6750716562632	0.245714110139125
NA12005	10.6226965060553	10.7007577299418	0.230143211106265
NA12006	5.23507989791649	8.03398069821581	0.241682213913984
NA12043	7.92367238764216	8.42205717616463	0.186277763261961
NA12044	6.34167161252314	15.7582783043812	0.491408657505423
NA12045	5.90999976758069	11.7006245427641	0.0992632551503393
NA12058	6.7494330055098	11.4180915627311	0.816196071520805
NA12144	6.83132018984136	12.0484246270855	0.293565541627684
NA12154	9.71040606019472	9.23479778714715	0.0919224733500419
NA12155	6.11002807678299	8.67015455727027	0.183622518189145
NA12156	6.58403350467287	10.738581330825	0.393330045287119
NA12234	5.95485102506092	7.15566873519957	0.0354440905372467
NA12249	10.076706028014	7.10908975600218	0.166956094994499
NA12272	8.10286400054777	16.0794166101326	0.174994569518739
NA12273	7.43467655302541	8.54262959051722	0.122904000153344
NA12275	6.97577796129114	7.81977272566778	0.227763596902515
NA12282	8.0303809582954	8.8609174568423	0.228032483934742
NA12283	8.1984637343928	10.0663427379209	0.115721991866007
NA12286	9.75132152083657	7.47873629749373	0.584310906607544
NA12287	8.4505030655121	9.34983145150567	0.0389334418639458
NA12340	6.42821103772811	9.57338063089808	0.0987759915654945
NA12341	5.63054502279477	10.8893918186367	0.297984153149133
NA12342	6.47763725296744	12.1777091354994	0.426483206278315
NA12347	9.1774340887235	7.81702670235089	0.479612979085044
NA12348	7.00009072362323	10.7141328888333	0.257920899002284
NA12383	7.03623534385098	9.57134509060157	0.205603959860588
NA12399	7.24034287324711	7.43449045872778	-0.0106740654012095
NA12400	7.54648775196512	11.4629958249948	0.202257178211267
NA12413	7.15388524795386	9.54752112253573	0.107406504656174
NA12489	7.16471771815008	7.18097799130425	0.397462703117457
NA12546	6.94687986944013	9.80305541777508	0.258603776930482
NA12716	6.42772149188076	8.24840641761891	0.675853032217471
NA12717	7.6986780961626	8.85108109271883	0.383042598193656
NA12718	6.29338591973131	10.4752153589266	0.115090541940963
NA12749	9.1019473978591	10.0126002291723	0.0656497634810539
NA12750	7.83703527801929	8.77258533870716	0.117735676485431
NA12751	6.17111707551466	11.2633981605493	0.0744946398089819
NA12760	7.19296750655554	11.411981082654	0.0341204855355163
NA12761	6.34494908169948	9.38406970459785	-0.0136634030774399
NA12762	6.55844533306937	9.91489364916635	-0.0552989646513926
NA12763	6.36085619273933	9.06628855666963	-0.00924322151940588
NA12775	8.0118410198287	6.87085018901279	0.0792904714463715
NA12776	7.62502617002802	10.1601240730386	0.270835387732929
NA12777	7.84931291864528	9.73570932601758	-0.0298850966940393
NA12778	7.14062409217839	10.1632689552983	0.379358213105671
NA12812	6.07260194920652	8.19296782822095	0.1160886269397
NA12813	5.1846768553689	10.4807498181262	0.337365815964787
NA12814	6.505661438482	6.08695433390032	0.051719958375757
NA12815	6.27071508897471	9.07862881762021	0.0268267835005374
NA12827	10.5774782877473	9.74817828755087	1.10003285680502
NA12829	6.87689440317924	7.4800279101208	0.0924956043194243
NA12830	9.28426330924943	9.14435273397303	0.722439860690399
NA12842	5.23383865989066	9.01596118371637	0.0752799441670249
NA12843	5.05664997927524	11.0087769080226	0.34863471958474
NA12872	7.63193601528987	9.94529911473037	0.111584580012949
NA12873	8.38253227963435	7.15865434348128	0.00924523873278055
NA12874	7.21895058781068	9.19528440098074	0.656768025707882
NA12889	7.23976513315311	8.27345745512907	0.624146482144843
NA12890	8.08602571099695	7.78395615227842	0.0130789345111365
NA18486	8.94413871326823	7.67425563071035	0.143029703565879
NA18487	7.95868514620119	9.26449673267953	0.135794770836075
NA18488	8.87261566154375	8.50753064117612	0.677215144705966
NA18489	7.76752152819407	9.97804727834983	0.767436884280608
NA18498	8.66552255708108	9.93178674498081	0.328545106567038
NA18499	9.56811111413402	11.6905104804699	0.342034861608475
NA18502	9.35644696099959	8.9178183864283	0.676909010024094
NA18505	7.86504272132885	10.1270519126199	0.266419960016013
NA18508	7.31109661694702	12.6743878478498	0.447527298354002
NA18510	7.36670673562005	8.86459875113375	-0.0206695161412561
NA18511	7.58869797203989	8.9088485573597	0.310949020004469
NA18517	7.07560331251166	12.4625236458426	0.439510846274291
NA18519	11.8944366404344	8.57660317746013	0.829730635910415
NA18520	8.31595669639039	10.4888692600415	0.31127897351346
NA18858	6.87334934438067	9.56468953255913	1.21911275332949
NA18861	7.8442382288181	5.84108420494284	0.0357204484872904
NA18867	6.77484039607284	8.91235504525451	0.213630650452408
NA18868	7.0485445963367	6.74222224168317	0.644952845920443
NA18870	8.37314848621947	9.81100187122111	0.415512933659209
NA18873	8.27952957558535	15.7884189238896	0.307167022327469
NA18907	6.59256541598229	8.82367862975314	0.0431801405978988
NA18908	7.79335630436681	10.4974962373199	0.222601237259965
NA18909	8.58923227504541	9.82773034771243	0.155165943765072
NA18910	8.8188757104259	5.79837320014874	0.548717639339605
NA18912	9.77229341241258	8.3072776331165	0.172410110156475
NA18916	6.43293516526526	10.1654988653828	0.718518491995827
NA18917	9.42663142658147	11.8988002238407	0.234639468423554
NA18923	8.2489363454758	8.12293586113577	0.676309927774465
NA18933	8.4964584317178	8.13651241026419	1.10239230752827
NA18934	5.5179609291352	9.20155231506063	0.449541351877202
NA19092	7.15954710147098	9.71499444903334	0.231410991888497
NA19093	11.2021680326435	10.1882846302204	0.568183793108224
NA19095	6.73699460391788	16.8339430427326	0.0968861160809749
NA19096	8.57162290465009	9.75501448150058	0.181639500625147
NA19098	7.13108171293793	8.08899273921665	1.27870688935051
NA19099	6.94683974297544	9.81895750873895	0.0677768866067598
NA19102	7.33609822553653	9.36018124436055	0.547998558491636
NA19107	8.46804785861611	9.31878087160892	0.00821618243211253
NA19108	9.54056366579267	11.1990218849379	0.360402089144193
NA19113	7.77992699574796	11.9534260433086	0.810314089626782
NA19114	8.05367648139135	9.60547816626599	0.621553527214901
NA19116	7.71863253059461	10.2085272444522	0.42949613258716
NA19117	10.4196354272036	7.69717156752959	0.322537358781772
NA19118	7.8263106109944	8.39875762921637	0.160297582405195
NA19119	8.40273571988294	9.99988087889022	0.255005384351457
NA19121	7.39515708424351	6.3852270333873	0.262237612763994
NA19129	7.91662870889241	8.99561029442893	0.300634335872998
NA19130	7.78102348306394	8.66391302187342	0.489414432806941
NA19131	8.77089395254365	9.88565289149275	0.172551135787567
NA19137	6.53346349200447	7.70488322558155	0.173963896437108
NA19138	8.09243359085455	9.45459521193401	0.340342776516448
NA19141	9.30891974598947	11.5339832594927	0.730261658205467
NA19143	9.67911981099097	9.5856291977034	0.14812678059677
NA19144	7.41461864754423	9.67505721377713	0.516662113345734
NA19146	8.37106279892963	8.98770322617151	0.165276049401717
NA19147	8.38305112972575	8.58915308293799	0.213064349671089
NA19149	8.10671149141388	8.99511894436744	0.270236770807063
NA19150	8.49470677254133	9.37257219635724	0.83536264889096
NA19152	8.01451910776118	10.8044527683518	0.304297128950456
NA19153	6.59172300602509	7.07818417930366	0.170150189541815
NA19159	8.1242107223038	9.92117441264948	0.287448416435026
NA19160	10.5626745446395	12.3334134311039	0.304554208071745
NA19171	9.26920656472943	12.4036264690692	0.275639486787998
NA19172	8.66617068479133	14.667418037747	0.325687082976993
NA19175	6.75042823598177	8.45729172695987	0.45731215292438
NA19184	8.22235464552015	8.88911991430583	0.0266187554879392
NA19185	8.32269285541955	9.81531373445956	0.454928197166623
NA19189	8.11281432432181	12.9134723165896	0.234904793822437
NA19190	7.46884942304503	12.2060662808101	0.967053156367875
NA19197	7.2925020615673	9.92279615160602	0.188241489782188
NA19198	7.64110608441105	9.3140530669877	0.641550995143736
NA19200	6.86741211738064	12.2145440981238	0.379990827935755
NA19201	8.8306982585485	7.84647544369638	0.227492689793404
NA19204	6.8626143158183	7.99969644385073	0.41050738439276
NA19206	8.05470418197393	8.91035526985097	0.298268180264283
NA19207	7.63115563346821	8.22697124050858	0.29309386473993
NA19209	6.94573981302762	11.4367948818693	0.434146336421345
NA19210	7.82685194605114	14.2630842551502	0.0387154319957751
NA19213	9.2880313071207	9.29238019660246	0.0640422606810981
NA19214	7.13719516812652	11.0222204859119	0.296294255597776
NA19222	6.16574254449864	19.8961013332526	0.104644478450415
NA19223	7.06857423559656	9.02632439134296	0.210674887753052
NA19225	7.95235441011109	7.07482525877181	0.238545037121635
NA19235	7.19496291903042	9.37924504662635	1.60489361163
NA19236	9.2680541027594	8.78863377676813	0.425707378804936
NA19247	6.85872026084529	7.54643242742432	0.201773935884487
NA19248	9.80679929937206	12.9074402499567	0.26182421667896
NA19256	7.40054197853977	11.6484791522843	0.368339598070577
NA19257	11.6770877956632	9.460422307976	1.89694580701996
NA20502	10.4671801883793	9.53407388472494	1.13313882699035
NA20503	7.85609059739198	10.668493203581	0.232516169292482
NA20504	9.76357130455252	10.5331252013257	0.461007835006654
NA20505	11.4110037655692	8.26503280234125	0.180724685895029
NA20506	7.75739925050187	11.2463496527467	0.274649656242319
NA20507	8.30191171973143	9.266302361415	0.435379212468066
NA20508	9.0346833078465	7.27532745326856	0.14660252282127
NA20509	9.94056215627643	9.11643799442453	0.240294407837503
NA20510	8.3039662018414	9.58936388291161	0.419581900531054
NA20512	7.54334402231678	7.72897259110387	0.241033058936206
NA20513	8.66919421979072	10.1296411601068	0.199742099315707
NA20514	6.51277155063191	8.71654400197461	0.457526878231857
NA20515	6.989418453218	9.75777262986767	0.220227515711115
NA20516	8.79282018810859	9.72334364162862	0.486862986711833
NA20517	7.00217007641831	7.44049837823683	0.575505991699676
NA20518	7.53587418188284	11.3831873531333	0.192629174049196
NA20519	8.38375270722528	9.29006422913745	0.290512482070349
NA20520	8.99776265642378	9.33256895337593	0.264653973441261
NA20521	9.33010390395399	9.00085308998782	0.125289865641217
NA20524	9.26806197853498	7.74251767836523	0.156039989593262
NA20525	7.55074436522294	8.72992055159858	0.364539303406146
NA20527	8.49155504062754	9.32964724892963	0.150477935412236
NA20528	8.0532077806708	8.85218558534766	0.210923522353856
NA20529	9.13169809281323	9.52773749989651	0.622482779487599
NA20530	9.10308356425389	7.81941250816989	0.0563982648822924
NA20531	7.91417443540687	9.7850510091794	0.32367439880212
NA20532	9.34561840598298	8.46911739454984	0.594349035837932
NA20534	8.84884844860348	9.70757894432392	-0.0112473292070879
NA20535	7.99199402584692	10.9481952521451	0.456814874137544
NA20536	8.11625380975375	9.62299449085858	0.262235582978789
NA20537	8.22018725327259	9.2768614097752	0.1977308708913
NA20538	9.19684492789184	6.74939670624741	0.351107602603244
NA20539	7.96649310542278	9.04375037003633	0.285944806318114
NA20540	9.26552149907007	9.47529639766121	0.400735608675947
NA20541	6.89265069375296	7.66069375180244	0.235985480994984
NA20542	6.99822620097315	8.61653440265768	0.217658377539348
NA20543	9.94041603462232	7.29560077171003	0.119279804828057
NA20544	8.88335495210071	9.10708381630858	0.932372054610065
NA20581	8.64596091658404	12.2760162861149	0.0783897646429475
NA20582	8.64255384429957	10.4572937884123	0.445525037172671
NA20585	8.83237554565459	8.83688946147575	0.05260517747003
NA20586	5.93332408907071	9.37159450860622	0.197605043907148
NA20588	11.6014414140814	7.43500763904667	1.22034631578959
NA20589	8.31443450350634	9.19416648595764	0.847426840733456
NA20752	10.58788168957	8.14067580354359	0.293880001398154
NA20754	8.88790493158558	11.9415193666004	0.571542170425944
NA20756	7.76274551867244	9.0053183878913	0.223209107425252
NA20757	7.87094421020522	9.95760511810321	0.405387924854349
NA20758	8.56682289315597	7.81863311879379	0.200588567720674
NA20759	7.69075296770473	13.5785913042355	0.298070237205173
NA20760	9.83405714956707	9.2894766961581	0.57804286675892
NA20761	8.71862668152677	8.98393911144005	0.296375692979197
NA20765	7.67161787018307	6.20591836795054	0.150542570416713
NA20766	5.93018461391887	9.33206035069368	0.317873131149266
NA20768	7.52921864685873	6.90121257998379	0.126162188025656
NA20769	8.35757855373116	8.1719338610125	0.120947107652423
NA20770	9.62644281961722	8.14631783329592	0.326708359136377
NA20771	8.90764498676021	10.2507954459404	0.0612249850128468
NA20772	9.5029939301722	9.10193317923317	0.22121208455702
NA20773	6.9513912179556	7.65054543148332	0.277633259340511
NA20774	7.63694711835126	8.56098203028387	0.293372483027368
NA20778	6.91905746296334	6.57643182056662	0.372627082948698
NA20783	9.59640946133761	11.7706353340217	0.172748719440868
NA20785	6.40374513197149	9.54684419417792	0.26409142390967
NA20786	6.2287185747781	12.2715036789416	-0.0171066031319901
NA20787	9.32277764103578	11.7904903937511	0.846147437438469
NA20790	5.96069775067112	8.75868146641753	0.293913302436861
NA20792	7.96786972564432	9.69455297482563	0.0560339988579582
NA20795	9.90494815357428	11.3551524101787	0.228039596970616
NA20796	9.57563207548944	9.64844724626126	0.383678780084173
NA20797	7.24170511973556	6.53475068902625	0.549182807089192
NA20798	8.93280698515531	11.1441514944665	0.15774880765353
NA20799	6.93638385827672	7.98071897132799	0.297700207485931
NA20800	8.04378438858655	7.44708056504849	0.247201322843326
NA20801	8.5717077356218	7.65488326934159	0.331896541015024
NA20802	7.62477537673095	8.47456435248704	0.311264254899748
NA20803	5.54667463125019	8.64200367048443	0.224283905672457
NA20804	8.27870784236103	9.36663655719214	0.335913867166006
NA20805	8.58345066008045	7.29224311597258	0.27552621009853
NA20806	10.5997125769913	9.45620696419457	0.271530362935935
NA20807	6.52859712629033	9.28787173352041	0.297987084997498
NA20808	9.36771245309042	8.58286565594831	0.256263520998115
NA20809	8.25210776645926	12.6400641433303	0.783696106720218
NA20810	8.77442280889554	7.88061699705182	0.335602745530215
NA20811	9.51907663685576	10.4670303400757	0.283824074177567
NA20812	9.77179147370582	9.59381974698745	1.45648351130913
NA20813	10.1173289873637	15.3640327751547	0.272345253010738
NA20814	7.78256972635904	9.20498849437547	0.351388039469915
NA20815	8.48687430577015	6.46914274214578	0.182468406026515
NA20816	9.85092742905656	7.68830411608624	0.12898771449886
NA20819	7.43752723529614	7.25220781958196	0.210543759722848
NA20826	7.21705559505251	9.25964792004697	0.277418486715307
NA20828	10.0242351568136	7.81083897773168	0.284034134095449
